"Number of students entered for vocationally related qualifications (VRQ) by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number entered ,Grade A*,Grade A,Grade B,Grade C,Grade D,Grade E,No Result
Wandsworth,130420,South Thames College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wandsworth,130420,South Thames College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,15,0,1,4,5,3,2,0
Camden,130421,Westminster Kingsway College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barking and Dagenham,130424,Barking and Dagenham College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,6,0,1,0,4,1,0,0
Barking and Dagenham,130424,Barking and Dagenham College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,0,3,4,1,1,0
Barking and Dagenham,130424,Barking and Dagenham College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnet,130425,Barnet and Southgate College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,0,2,4,2,0,0
Bromley,130430,Bromley College of Further and Higher Education,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),51,0,3,6,10,18,5,9
Bromley,130430,Bromley College of Further and Higher Education,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),24,0,3,4,6,10,0,1
Croydon,130432,Croydon College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Croydon,130432,Croydon College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Croydon,130433,Coulsdon Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,130440,Stanmore College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,21,0,9,2,7,3,0,0
Havering,130444,Havering College of Further and Higher Education,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Havering,130444,Havering College of Further and Higher Education,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,26,0,0,3,19,4,0,0
Havering,130444,Havering College of Further and Higher Education,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Havering,130445,Havering Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hillingdon,130446,Uxbridge College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,9,0,3,6,0,0,0,0
Hounslow,130447,West Thames College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,17,0,2,4,5,5,1,0
Hounslow,130447,West Thames College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,13,0,2,4,5,2,0,0
Hounslow,130447,West Thames College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kingston upon Thames,130448,Kingston College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,26,0,7,6,7,4,2,0
Kingston upon Thames,130448,Kingston College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),19,0,0,1,6,5,2,5
Kingston upon Thames,130448,Kingston College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Newham,130452,Newham Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,37,0,7,11,16,3,0,0
Newham,130452,Newham Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),43,0,9,13,14,7,0,0
Newham,130452,Newham Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),39,0,10,12,14,3,0,0
Redbridge,130453,Redbridge College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),18,0,0,5,5,3,0,5
Richmond upon Thames,130454,Richmond-upon-Thames College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,18,0,1,6,6,4,1,0
Richmond upon Thames,130454,Richmond-upon-Thames College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),50,0,3,13,15,11,1,7
Richmond upon Thames,130454,Richmond-upon-Thames College,Tertiary College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),28,0,6,6,14,1,0,1
Sutton,130455,Carshalton College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,8,0,0,1,7,0,0,0
Waltham Forest,130457,Leyton Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Waltham Forest,130457,Leyton Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,14,0,1,3,6,4,0,0
Waltham Forest,130457,Leyton Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),38,0,2,11,12,9,2,2
Waltham Forest,130457,Leyton Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),27,0,2,9,12,3,0,1
Birmingham,130459,Bournville College of Further Education,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Birmingham,130466,Birmingham Metropolitan College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,30,0,0,7,7,11,5,0
Birmingham,130466,Birmingham Metropolitan College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),31,0,2,12,5,8,1,3
Birmingham,130466,Birmingham Metropolitan College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),13,0,2,6,3,2,0,0
Birmingham,130469,Cadbury Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),37,0,0,15,13,7,0,2
Birmingham,130469,Cadbury Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),30,0,4,14,10,1,0,1
Coventry,130472,Henley College Coventry,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,7,0,1,3,3,0,0,0
Coventry,130473,City College Coventry,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,20,0,1,10,8,1,0,0
Dudley,130475,Dudley College of Technology,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Dudley,130475,Dudley College of Technology,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,17,0,0,5,11,1,0,0
Dudley,130476,Halesowen College,Tertiary College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,69,0,4,35,22,7,1,0
Dudley,130476,Halesowen College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,39,0,9,19,8,3,0,0
Dudley,130476,Halesowen College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),8,0,1,1,2,1,0,3
Dudley,130478,King Edward VI College Stourbridge,Further Education Sector Institution,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),32,1,10,13,8,0,0,0
Sandwell,130479,Sandwell College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,9,0,1,7,1,0,0,0
Solihull,130481,Solihull College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Solihull,130482,"The Sixth Form College, Solihull",Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Walsall,130483,Walsall College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,26,0,3,12,7,0,4,0
Knowsley,130486,Knowsley Community College,Tertiary College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,7,0,0,0,1,0,6,0
Liverpool,130487,The City of Liverpool College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,31,0,10,13,6,2,0,0
Liverpool,130487,The City of Liverpool College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),17,0,0,2,3,6,5,1
Liverpool,130487,The City of Liverpool College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),15,0,0,2,5,5,0,3
St. Helens,130488,St Helens College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
St. Helens,130488,St Helens College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
St. Helens,130488,St Helens College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,22,0,11,11,0,0,0,0
Sefton,130490,Hugh Baird College,Tertiary College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,9,0,2,6,1,0,0,0
Sefton,130491,Southport College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,11,0,0,3,6,1,1,0
Sefton,130492,King George V College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wirral,130493,Wirral Metropolitan College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,6,0,1,2,0,2,1,0
Wirral,130493,Wirral Metropolitan College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,14,0,2,5,3,3,1,0
Wirral,130493,Wirral Metropolitan College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,0,1,2,0,5,0
Wirral,130493,Wirral Metropolitan College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wirral,130494,Birkenhead Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,13,0,4,5,2,2,0,0
Wirral,130494,Birkenhead Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,13,0,4,5,2,2,0,0
Bolton,130495,Bolton College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,2,1,3,2,0,0
Bury,130498,Bury College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,99,0,24,36,28,5,6,0
Bury,130498,Bury College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),97,0,3,23,30,22,4,15
Bury,130498,Bury College,Tertiary College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),21,0,2,6,8,3,0,2
Bury,130499,Holy Cross College,Further Education Sector Institution,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oldham,130505,The Oldham College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oldham,130505,The Oldham College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oldham,130506,Oldham Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),67,0,9,24,19,8,0,7
Oldham,130506,Oldham Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),40,0,13,21,5,1,0,0
Stockport,130514,Aquinas College,Further Education Sector Institution,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),15,0,2,9,1,1,0,2
Stockport,130514,Aquinas College,Further Education Sector Institution,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,1,7,1,0,0,1
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,10,0,5,4,0,0,1,0
Tameside,130516,Tameside College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,17,0,0,7,10,0,0,0
Tameside,130518,Ashton Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,0,0,4,2,0,0,0
Tameside,130518,Ashton Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),6,0,1,2,3,0,0,0
Trafford,130519,Trafford College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Trafford,130519,Trafford College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,18,0,6,6,3,2,1,0
Trafford,130519,Trafford College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),12,0,0,0,4,3,1,4
Trafford,130519,Trafford College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),8,0,0,1,3,4,0,0
Wigan,130521,Wigan and Leigh College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,6,0,0,1,5,0,0,0
Wigan,130521,Wigan and Leigh College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),22,0,1,2,8,7,0,4
Wigan,130521,Wigan and Leigh College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),11,0,0,5,5,0,0,1
Wigan,130522,Winstanley College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnsley,130524,Barnsley College,Tertiary College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnsley,130524,Barnsley College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,40,0,25,6,7,2,0,0
Doncaster,130526,Doncaster College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,23,0,3,9,10,1,0,0
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,4,5,0,0,0,0
Rotherham,130529,Dearne Valley College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,19,0,2,2,7,5,3,0
Rotherham,130529,Dearne Valley College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130530,Thomas Rotherham College,Further Education Sector Institution,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,13,0,9,4,0,0,0,0
Sheffield,130531,The Sheffield College,Tertiary College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sheffield,130531,The Sheffield College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,11,0,0,3,7,1,0,0
Sheffield,130531,The Sheffield College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),68,0,1,13,15,20,0,19
Sheffield,130531,The Sheffield College,Tertiary College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),31,0,1,9,14,6,0,1
Bradford,130532,Bradford College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,6,0,1,4,1,0,0,0
Bradford,130532,Bradford College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,7,0,0,6,1,0,0,0
Bradford,130532,Bradford College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),23,0,0,1,2,3,1,16
Calderdale,130535,Calderdale College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,11,0,3,3,4,0,1,0
Kirklees,130537,Kirklees College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,43,0,13,9,9,6,6,0
Kirklees,130538,Greenhead College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),7,0,2,2,1,2,0,0
Wakefield,130549,Wakefield College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,37,0,1,9,17,3,7,0
Wakefield,130549,Wakefield College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),25,0,4,13,7,1,0,0
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),17,0,3,12,2,0,0,0
Gateshead,130551,Gateshead College,Tertiary College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,8,0,4,2,2,0,0,0
Gateshead,130551,Gateshead College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Newcastle upon Tyne,130552,NCG,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,23,0,0,8,13,2,0,0
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,12,0,0,1,5,3,3,0
North Somerset,130564,Weston College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,0,1,5,0,0,0
Hartlepool,130568,Hartlepool Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hartlepool,130568,Hartlepool Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,16,0,5,6,4,1,0,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,13,0,0,10,3,0,0,0
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130580,Wilberforce College,Sixth Form Centre / Consortia,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130580,Wilberforce College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,130582,East Riding College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,130584,Bishop Burton College,Agriculture and Horticulture College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,10,0,0,1,4,1,4,0
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,34,0,2,9,13,9,1,0
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,130586,Franklin College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),46,0,12,21,11,1,0,1
North East Lincolnshire,130586,Franklin College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),33,0,14,12,6,0,0,1
North Lincolnshire,130587,North Lindsey College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,22,0,3,11,4,4,0,0
North Lincolnshire,130587,North Lindsey College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,19,0,3,9,4,3,0,0
North Lincolnshire,130587,North Lindsey College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130587,North Lindsey College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130588,John Leggott Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),12,2,1,5,2,0,0,2
York,130594,York College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
York,130594,York College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,27,0,1,5,6,12,3,0
York,130594,York College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,31,0,3,10,11,4,3,0
Bedford,130597,Bedford College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,13,0,0,3,5,3,2,0
Bedford,130597,Bedford College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bedford,130597,Bedford College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,12,0,0,6,6,0,0,0
Bedford,130597,Bedford College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),8,0,0,2,0,4,0,2
Central Bedfordshire,130598,Central Bedfordshire College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Central Bedfordshire,130598,Central Bedfordshire College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,20,0,1,13,3,3,0,0
Central Bedfordshire,130598,Central Bedfordshire College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Luton,130599,Barnfield College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Berkshire,130602,Newbury College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Berkshire,130602,Newbury College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bracknell Forest,130603,Bracknell and Wokingham College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,9,0,2,1,4,2,0,0
Slough,130604,East Berkshire College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Slough,130604,East Berkshire College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),25,0,2,9,8,1,1,4
Slough,130604,East Berkshire College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),15,0,2,9,3,0,0,1
Buckinghamshire,130607,Aylesbury College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,130607,Aylesbury College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,16,0,1,3,7,1,4,0
Buckinghamshire,130608,Amersham and Wycombe College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,7,0,4,1,1,1,0,0
Buckinghamshire,130608,Amersham and Wycombe College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Milton Keynes,130609,Milton Keynes College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,26,0,4,8,10,0,4,0
Cambridgeshire,130610,Cambridge Regional College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,130612,Huntingdonshire Regional College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,14,0,5,3,1,4,1,0
