"Number of students entered for vocationally related qualifications (VRQ) by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number entered ,Grade A*,Grade A,Grade B,Grade C,Grade D,Grade E,No Result
Warwickshire,130835,Warwickshire College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,1,2,3,3,0,1
Warwickshire,130835,Warwickshire College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130842,"Northbrook College, Sussex",General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,7,0,2,2,1,2,0,0
West Sussex,130843,Chichester College,General Further Education College,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130843,Chichester College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,10,0,0,0,3,3,4,0
West Sussex,130843,Chichester College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,40,0,7,8,19,5,1,0
West Sussex,130843,Chichester College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,130845,Worthing College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),31,0,4,13,11,2,0,1
West Sussex,130845,Worthing College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),18,0,1,11,6,0,0,0
West Sussex,130847,The College of Richard Collyer In Horsham,Further Education Sector Institution,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,17,0,7,6,4,0,0,0
Swindon,130849,Swindon College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,25,0,1,8,8,3,5,0
Swindon,130849,Swindon College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,13,0,0,1,9,1,2,0
Swindon,130849,Swindon College,General Further Education College,CACHE Level 3 Diploma in Pre-school Practice,Teaching / Training Methods / Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Swindon,130851,New College Swindon,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Swindon,130851,New College Swindon,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),8,0,1,4,2,1,0,0
Swindon,130851,New College Swindon,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130909,Dixons City Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),11,0,1,1,6,3,0,0
Bradford,130909,Dixons City Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),9,0,1,2,4,2,0,0
Hackney,131062,The Petchey Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),31,0,2,13,9,2,1,4
Hackney,131062,The Petchey Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),17,0,4,11,2,0,0,0
"Bristol, City of",131094,City of Bristol College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,38,0,6,9,11,7,5,0
North Yorkshire,131124,The Faculty of Queen Ethelburga's,Independent School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Croydon,131280,Virgo Fidelis Convent Senior School,Voluntary Aided School,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Croydon,131280,Virgo Fidelis Convent Senior School,Voluntary Aided School,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,16,0,3,8,5,0,0,0
Croydon,131280,Virgo Fidelis Convent Senior School,Voluntary Aided School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,131859,East Durham College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,25,0,4,6,12,1,2,0
County Durham,131859,East Durham College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,1,2,2,3,0,0
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,131864,Harrow College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),10,0,0,0,4,1,1,4
Harrow,131864,Harrow College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bolton,131867,Bolton Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),9,0,3,2,1,0,0,3
Bolton,131867,Bolton Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,132189,Blyth Community College,Community School,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,9,0,0,1,4,4,0,0
Northumberland,132189,Blyth Community College,Community School,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,133435,Sussex Downs College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,9,0,1,2,2,4,0,0
East Sussex,133435,Sussex Downs College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,8,0,0,3,2,3,0,0
East Sussex,133435,Sussex Downs College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),8,0,0,1,1,2,0,4
East Sussex,133435,Sussex Downs College,General Further Education College,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,133435,Sussex Downs College,General Further Education College,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",Preparation for Work,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barking and Dagenham,133561,Jo Richardson Community School,Community School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),19,0,1,5,9,1,1,2
Derby,133585,Derby College,Tertiary College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,36,0,17,13,4,2,0,0
Derby,133585,Derby College,Tertiary College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hackney,133608,The Brooke House Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),7,0,1,2,1,1,0,2
Sheffield,133991,Longley Park Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sheffield,133991,Longley Park Sixth Form College,Sixth Form Centre / Consortia,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,23,0,7,3,8,3,2,0
Oxfordshire,134153,Activate Learning,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,7,0,1,0,3,2,1,0
"Bristol, City of",134221,The City Academy Bristol,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),11,0,0,5,4,0,2,0
"Bristol, City of",134221,The City Academy Bristol,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,2,4,3,0,1,0
Coventry,134464,Focus School - Coventry Campus,Independent School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockport,134493,Focus School - Stockport Campus,Independent School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),9,0,1,3,2,2,1,0
Stockport,134493,Focus School - Stockport Campus,Independent School,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,134498,Focus School - Pulborough Campus,Independent School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,134498,Focus School - Pulborough Campus,Independent School,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,134770,Focus School - Hornby Campus,Independent School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Tyneside,134916,Tyne Metropolitan College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,23,0,12,3,6,2,0,0
Lancashire,135000,Thomas Whitham Sixth Form,Community School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,0,0,4,4,2,6
North East Lincolnshire,135176,Oasis Academy Immingham,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,135176,Oasis Academy Immingham,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,135294,Havelock Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),13,0,0,1,5,3,1,3
North East Lincolnshire,135294,Havelock Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,0,1,4,1,0,4
Kent,135297,The Leigh Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),31,0,7,13,6,2,0,3
Kent,135297,The Leigh Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),21,0,8,7,4,2,0,0
Kent,135371,Cornwallis Academy,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,135371,Cornwallis Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,0,6,3,3,1,1
Kent,135371,Cornwallis Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),11,0,1,6,3,1,0,0
Manchester,135524,The Manchester College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),7,0,1,0,1,3,0,2
Nottinghamshire,135583,Samworth Church Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),24,0,0,5,5,1,4,9
Nottinghamshire,135583,Samworth Church Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),15,0,0,5,3,3,0,4
Staffordshire,135658,South Staffordshire College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,19,0,1,3,4,6,5,0
Staffordshire,135658,South Staffordshire College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,15,0,1,6,5,3,0,0
Staffordshire,135658,South Staffordshire College,General Further Education College,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,135771,Leeds City  College,General Further Education College,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,135771,Leeds City  College,General Further Education College,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,43,0,2,16,13,6,6,0
Leeds,135771,Leeds City  College,General Further Education College,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,9,0,0,1,8,0,0,0
Bradford,135866,Dixons Allerton Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),31,0,0,5,13,10,2,1
Bradford,135866,Dixons Allerton Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),30,0,0,6,13,10,1,0
Birmingham,135911,Shenley Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,0,1,6,4,0,3
Birmingham,135911,Shenley Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),10,0,0,2,6,2,0,0
Birmingham,135911,Shenley Academy,Sponsored Academy,"AQA Level 3 Certificate in Enterprise, Employability and Personal Finance",Preparation for Work,10,0,0,0,0,3,3,4
Enfield,135958,Oasis Academy Hadley,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),25,0,1,5,6,4,1,8
Enfield,135958,Oasis Academy Hadley,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),14,0,1,5,6,1,1,0
Thurrock,135960,Ormiston Park Academy,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barking and Dagenham,136028,Dagenham Park CofE School,Voluntary Controlled School,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,136044,St George's Academy,Sponsored Academy,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,7,0,1,2,4,0,0,0
Medway,136107,Brompton Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),8,0,0,1,2,2,2,1
Medway,136107,Brompton Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,136108,Bishop of Rochester Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),6,0,0,0,0,3,0,3
Kent,136128,Knole Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),12,0,2,2,5,2,1,0
Kent,136128,Knole Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),12,0,2,5,3,2,0,0
Plymouth,136166,Marine Academy Plymouth,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,136186,Ormiston Victory Academy,Sponsored Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,136186,Ormiston Victory Academy,Sponsored Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,6,0,0,0,0,0
Norfolk,136186,Ormiston Victory Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),50,0,8,10,8,11,5,8
Kent,136205,Wilmington Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,136205,Wilmington Academy,Sponsored Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,136217,Skegness Academy,Sponsored Academy,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,136217,Skegness Academy,Sponsored Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,136255,Lowestoft Sixth Form College,Sixth Form Centre / Consortia,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bromley,136281,Kemnal Technology College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,3,7,4,2,0,0
Bromley,136281,Kemnal Technology College,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),15,0,5,7,3,0,0,0
Kent,136286,The Westlands School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,136286,The Westlands School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),21,0,3,4,8,3,0,3
Kent,136286,The Westlands School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),17,0,4,4,7,2,0,0
Barnet,136290,"Queen Elizabeth's School, Barnet",Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),15,0,12,2,1,0,0,0
Barnet,136290,"Queen Elizabeth's School, Barnet",Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),14,0,12,2,0,0,0,0
Rotherham,136301,Brinsworth Comprehensive School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),33,0,8,15,7,2,1,0
Kent,136302,The Canterbury Academy,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,136322,Samuel Ward Academy,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,14,0,3,3,7,0,1,0
Kent,136324,Fulston Manor School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),30,0,7,9,9,5,0,0
Kent,136324,Fulston Manor School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),25,0,9,9,5,2,0,0
Bexley,136330,Erith Secondary School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,136331,Wales High School,Converter Academy,CACHE Level 3 Award in Child Care and Education,Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bexley,136334,Beths Grammar School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire East,136340,Sandbach High School and Sixth Form College,Converter Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cheshire East,136340,Sandbach High School and Sixth Form College,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bromley,136355,Darrick Wood School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),19,0,5,9,3,1,0,1
Bromley,136355,Darrick Wood School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),13,0,9,3,1,0,0,0
Kent,136379,Highworth Grammar School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,136379,Highworth Grammar School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,136383,Bodmin College,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,136456,Rainham School for Girls,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),36,0,6,13,12,3,1,1
Medway,136456,Rainham School for Girls,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),28,0,5,14,6,2,0,1
Wakefield,136462,Ossett Academy and Sixth Form College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bromley,136464,Coopers School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),28,0,4,11,11,2,0,0
Bromley,136464,Coopers School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),27,0,10,12,4,1,0,0
Bromley,136466,Bishop Justus CofE School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Milton Keynes,136468,Denbigh School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),30,0,0,4,10,9,2,5
Milton Keynes,136468,Denbigh School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),7,0,0,0,3,3,1,0
Bedford,136470,Sharnbrook Upper School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),103,0,21,43,28,9,0,2
Bedford,136470,Sharnbrook Upper School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),19,0,4,13,2,0,0,0
Devon,136495,"Teignmouth Community School, Exeter Road",Converter Academy,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bromley,136540,The Ravensbourne School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),40,0,2,6,12,10,4,6
Bromley,136540,The Ravensbourne School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),25,0,1,14,6,4,0,0
Bromley,136551,Newstead Wood School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Central Bedfordshire,136559,Redborne Upper School and Community College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),16,0,1,1,10,3,0,1
Central Bedfordshire,136559,Redborne Upper School and Community College,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Devon,136569,South Dartmoor Community College,Converter Academy,CACHE Level 3 Extended Diploma for the Children and Young People's Workforce (QCF),Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,136577,The King John School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),95,0,9,38,35,7,1,5
Essex,136577,The King John School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),26,0,8,15,3,0,0,0
Kent,136583,Towers School and Sixth Form Centre,Converter Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,136583,Towers School and Sixth Form Centre,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,136583,Towers School and Sixth Form Centre,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),8,0,1,1,4,1,0,1
Kent,136583,Towers School and Sixth Form Centre,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),6,0,1,1,4,0,0,0
Medway,136594,Chatham Grammar School for Boys,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),46,0,1,13,15,4,0,13
Medway,136594,Chatham Grammar School for Boys,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),31,0,3,17,3,3,0,5
Essex,136605,William de Ferrers School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,2,4,0,0,0,0
Hertfordshire,136607,The John Warner School,Converter Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,136607,The John Warner School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,136607,The John Warner School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),77,0,4,21,24,16,2,10
Hertfordshire,136607,The John Warner School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),19,0,2,13,3,1,0,0
Hertfordshire,136608,The Knights Templar School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),14,0,1,3,9,0,0,1
Hertfordshire,136609,Sandringham School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),20,0,3,7,9,1,0,0
Hertfordshire,136609,Sandringham School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),7,0,0,3,3,1,0,0
York,136617,"Archbishop Holgate's School, A Church of England Academy",Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),24,0,0,10,6,6,0,2
York,136617,"Archbishop Holgate's School, A Church of England Academy",Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),7,0,1,5,1,0,0,0
Cheshire East,136655,Congleton High School,Converter Academy,CACHE Level 3 Certificate in Child Care and Education,Childcare Skills,7,0,6,1,0,0,0,0
East Riding of Yorkshire,136667,South Hunsley School and Sixth Form College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),15,0,6,5,2,2,0,0
East Riding of Yorkshire,136667,South Hunsley School and Sixth Form College,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),13,0,5,6,1,1,0,0
Doncaster,136675,Rossington All Saints Academy,Sponsored Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bromley,136709,Bullers Wood School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),22,0,2,9,4,1,0,6
Bromley,136709,Bullers Wood School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,136728,Norton College,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Milton Keynes,136730,Shenley Brook End School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Berkshire,136733,Park House School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),11,0,1,4,4,2,0,0
West Berkshire,136733,Park House School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),9,0,2,3,3,0,0,1
Essex,136758,West Hatch High School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,10,0,9,1,0,0,0,0
Dorset,136763,Highcliffe School,Converter Academy,CACHE Level 3 Diploma in Child Care and Education,Childcare Skills,6,0,1,1,0,3,1,0
Hillingdon,136768,Uxbridge High School,Converter Academy,IFS Level 3 Certificate in Financial Studies (QCF),Finance / Accounting (General),26,0,2,11,4,6,2,1
Hillingdon,136768,Uxbridge High School,Converter Academy,IFS Level 3 Diploma in Financial Studies (QCF),Finance / Accounting (General),25,0,7,7,4,6,1,0
