"Number of students passing a BTEC extended diploma by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Triple Distinction Star,Double Distinction Star Distinction,Distinction Star Double Distinction,Triple Distinction,Double Distinction Merit,Distinction Double Merit,Triple Merit,Double Merit Pass,Merit Double Pass,Triple Pass
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,13,0,3,2,4,0,1,1,1,0,1
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fine Art,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,8,0,0,1,1,1,1,1,0,3,0
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,56,1,5,3,5,6,5,7,4,9,11
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,39,0,0,0,0,4,3,10,7,5,10
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,7,1,1,1,0,3,1,0,0,0,0
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,22,4,3,0,1,0,4,3,1,4,2
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dental Technology,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,21,9,2,1,2,2,0,3,1,0,1
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Three Dimensional Design (3D Design),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130529,Dearne Valley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130529,Dearne Valley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130529,Dearne Valley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,24,4,0,3,4,1,3,2,2,2,3
Rotherham,130530,Thomas Rotherham College,Further Education Sector Institution,Pearson BTEC Level 3 Extended Diploma,Sports Studies,16,7,2,1,3,1,0,1,0,1,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,16,0,1,0,1,6,5,2,0,0,1
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,20,13,0,2,1,0,1,1,2,0,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,27,6,3,3,2,1,4,1,2,2,3
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,34,3,3,5,2,8,3,7,1,2,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,17,1,2,0,1,5,2,2,0,2,2
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,19,0,1,0,2,0,1,4,1,1,9
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Dance: General,11,0,0,2,1,2,3,1,1,1,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Dental Technology,9,3,1,2,1,1,0,1,0,0,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,7,0,0,0,0,0,1,0,1,1,4
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,6,0,0,1,2,0,1,1,0,1,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,7,0,1,0,0,0,1,1,3,1,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Health Studies,177,25,26,17,14,20,23,12,8,15,17
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,17,0,0,0,2,0,1,3,2,3,6
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,42,1,0,1,4,10,1,3,1,9,12
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),20,0,0,2,2,2,2,4,3,3,2
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Photography,8,0,1,2,0,2,1,2,0,0,0
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,91,18,1,6,5,6,9,8,9,12,17
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,31,10,1,3,2,5,1,0,2,2,5
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,68,4,4,1,2,6,8,9,8,14,12
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,9,2,0,0,1,1,3,2,0,0,0
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,6,0,0,0,0,0,1,0,1,3,1
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,22,0,0,0,0,0,8,2,4,1,7
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),8,0,2,0,2,0,0,0,0,2,2
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,13,0,0,0,1,1,2,1,1,2,5
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Environmental Management,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,20,5,2,2,2,5,3,0,0,0,1
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,25,0,0,0,4,1,4,2,4,2,8
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,7,0,0,0,0,1,0,0,1,1,4
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,7,1,0,0,0,0,0,0,2,1,3
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,23,5,1,0,3,4,2,2,2,3,1
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,15,4,3,2,1,2,1,0,0,2,0
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Horticulture (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,11,0,0,0,0,0,1,1,1,5,3
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),6,0,0,0,0,0,0,1,1,3,1
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,11,0,0,0,0,1,2,2,2,1,3
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,8,0,1,0,0,1,1,3,0,1,1
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,11,2,2,1,1,2,1,1,0,1,0
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,18,1,1,3,4,1,1,0,1,3,3
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,17,1,2,1,1,1,3,0,0,3,5
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,19,3,0,0,2,1,0,0,2,2,9
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),11,0,0,2,1,4,2,1,0,1,0
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),11,0,0,0,0,1,6,1,2,0,1
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,16,0,4,1,0,1,1,4,3,2,0
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,14,2,1,3,2,1,2,0,2,1,0
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,11,0,0,0,0,2,1,3,3,0,2
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,31,7,5,2,1,5,3,2,1,2,3
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,34,1,3,1,4,6,6,6,1,4,2
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,33,2,1,2,1,8,2,7,5,4,1
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,23,2,0,4,0,1,1,1,6,5,3
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,36,5,1,5,1,2,4,1,3,3,11
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Environmental Management,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,62,14,2,2,5,7,8,6,0,7,11
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Horses / Ponies Keeping,22,8,1,3,2,2,1,2,0,1,2
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Manufacturing Engineering,21,0,1,1,1,0,1,2,4,6,5
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,17,0,0,2,1,3,6,3,1,0,1
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),7,0,0,0,0,0,0,0,1,4,2
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,29,0,0,3,0,2,4,3,2,3,12
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,18,0,0,1,2,4,3,4,2,1,1
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,13,1,1,2,0,0,1,2,1,2,3
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Art & Design,11,1,4,0,0,2,0,1,1,2,0
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Business Studies,12,0,3,1,5,2,0,0,0,0,1
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,34,12,4,4,5,4,1,1,2,1,0
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Health Studies,41,9,7,7,8,8,1,1,0,0,0
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Multimedia,25,7,4,2,2,2,2,2,2,1,1
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,8,3,1,1,2,1,0,0,0,0,0
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,66,6,1,4,7,9,12,6,7,7,7
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Tourism,11,0,5,2,1,1,2,0,0,0,0
Leeds,130542,Leeds College of Building,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),31,8,3,4,2,3,3,1,0,2,5
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,13,0,0,1,1,3,2,5,0,1,0
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,10,0,0,1,1,3,4,0,1,0,0
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,16,7,1,0,0,3,1,0,1,2,1
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,10,0,2,0,0,2,2,1,1,0,2
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,18,0,0,1,0,2,1,0,7,1,6
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),10,0,1,0,0,0,3,0,0,2,4
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,7,1,0,2,2,1,0,0,0,0,1
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,7,1,0,1,1,0,1,0,0,2,1
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,13,0,0,2,0,2,3,2,1,0,3
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Mechanical Engineering (General),10,1,0,1,1,3,1,2,1,0,0
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,54,0,0,0,4,5,5,9,6,11,14
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),15,1,0,0,1,1,1,2,4,0,5
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),7,0,0,0,0,2,2,1,1,1,0
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,8,0,0,0,0,0,1,2,1,2,2
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,13,1,0,0,1,1,1,0,0,0,9
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,12,0,1,1,2,1,0,1,2,3,1
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,47,1,3,2,1,6,4,4,9,6,11
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Business Studies,7,3,1,1,1,0,0,1,0,0,0
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,34,19,4,1,3,4,1,0,1,0,1
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Health Studies,22,5,5,3,2,2,3,2,0,0,0
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Public Services,27,0,7,6,6,3,3,1,1,0,0
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 Extended Diploma,Sports Studies,31,8,8,4,4,4,0,1,1,0,1
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,10,0,2,1,1,3,0,1,1,1,0
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,7,0,0,1,1,2,1,1,0,0,1
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Art & Design,12,1,1,0,2,1,3,1,0,3,0
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Automotive Engineering,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Business Studies,10,0,2,4,4,0,0,0,0,0,0
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,35,3,2,2,2,3,2,3,4,3,11
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Dance: General,14,2,2,1,3,3,3,0,0,0,0
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,20,0,1,1,0,3,3,4,1,2,5
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,12,0,0,1,0,2,3,5,0,0,1
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,73,1,3,2,7,6,15,9,13,11,6
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),33,1,1,0,1,1,1,5,6,7,10
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),17,1,0,0,3,3,1,2,1,2,4
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Photography,10,1,1,1,0,1,0,3,0,2,1
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Public Services,18,0,0,0,1,2,4,3,1,5,2
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,9,0,0,1,1,2,0,4,0,0,1
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,47,13,6,5,8,7,1,2,4,1,0
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,72,4,0,2,7,17,8,6,16,4,8
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Aerospace Engineering,34,1,1,0,2,3,1,1,2,8,15
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Airport Management / Ground Services,6,0,0,0,0,0,0,0,0,1,5
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,42,4,2,2,3,7,6,7,3,3,5
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,31,3,3,2,3,5,3,4,1,4,3
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,36,10,6,3,4,4,2,1,0,3,3
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,50,1,1,1,2,5,5,12,4,4,15
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,38,0,2,1,1,3,3,4,5,5,14
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,30,6,5,2,3,1,5,3,2,1,2
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,6,1,0,0,0,1,0,2,2,0,0
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,153,90,6,11,11,10,13,4,2,3,3
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,10,0,0,4,0,0,1,2,2,1,0
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,21,0,0,0,1,0,1,6,5,5,3
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),57,0,0,3,3,1,5,7,12,8,18
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),11,0,1,0,0,0,0,6,2,1,1
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,16,4,0,3,0,4,0,2,1,1,1
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,33,1,10,2,1,0,1,3,6,1,8
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,59,4,4,1,0,3,11,6,15,8,7
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,16,2,2,0,2,3,3,0,0,2,2
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,11,1,0,1,0,1,0,0,2,0,6
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Three Dimensional Design (3D Design),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
