"Number of students passing a BTEC extended diploma by institution, subject and grade achieved",,,,,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Triple Distinction Star,Double Distinction Star Distinction,Distinction Star Double Distinction,Triple Distinction,Double Distinction Merit,Distinction Double Merit,Triple Merit,Double Merit Pass,Merit Double Pass,Triple Pass
Hertfordshire,130720,West Herts College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,69,15,3,0,0,5,4,3,9,7,23
Hertfordshire,130720,West Herts College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,26,0,4,4,1,2,4,7,2,2,0
Hertfordshire,130720,West Herts College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,40,11,6,3,1,4,7,2,3,1,2
Hertfordshire,130720,West Herts College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,32,1,3,1,5,3,6,5,2,2,4
Hertfordshire,130720,West Herts College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Three Dimensional Design (3D Design),15,2,0,0,3,4,1,0,3,2,0
Hertfordshire,130720,West Herts College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,38,6,2,3,3,2,8,6,3,2,3
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,9,1,0,0,3,1,3,1,0,0,0
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,14,5,0,4,1,1,1,0,2,0,0
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,16,0,1,0,0,3,2,4,1,2,3
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,11,0,0,1,1,3,3,2,1,0,0
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,7,0,0,1,0,1,0,2,0,3,0
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,17,0,1,1,0,3,2,1,2,2,5
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,23,3,0,0,2,1,11,4,2,0,0
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),18,0,0,0,1,0,0,1,5,2,9
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Small Business Management,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,18,6,0,1,1,2,1,3,4,0,0
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,30,4,0,3,5,2,3,1,3,2,7
Hertfordshire,130721,North Hertfordshire College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,14,1,0,0,0,3,2,1,4,3,0
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,9,0,0,0,1,0,3,1,1,0,3
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,16,1,1,0,1,3,3,2,4,1,0
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,34,4,3,0,2,6,4,2,2,4,7
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,29,1,1,1,2,4,6,3,0,6,5
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),10,0,0,0,0,0,1,0,0,3,6
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,14,0,0,0,2,2,1,2,0,1,6
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,8,1,0,0,0,0,2,4,1,0,0
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,15,2,1,1,1,1,5,1,0,0,3
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,7,0,2,0,0,0,0,2,2,1,0
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,31,1,0,3,2,3,2,4,8,5,3
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),17,0,1,2,0,2,3,2,1,2,4
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,20,3,1,1,1,3,0,4,4,3,0
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,12,0,2,3,1,3,0,0,0,1,2
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,22,6,2,3,2,2,3,1,2,1,0
Hertfordshire,130722,Hertford Regional College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Three Dimensional Design (3D Design),14,1,0,3,4,4,0,2,0,0,0
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,12,2,1,1,1,3,1,1,2,0,0
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,28,3,1,2,3,3,6,2,4,3,1
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,35,11,3,2,3,5,4,3,2,1,1
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,25,3,2,1,3,6,5,1,2,0,2
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),8,0,0,0,2,1,0,2,1,1,1
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,26,2,3,1,2,3,0,1,5,5,4
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,14,2,1,6,1,2,0,0,2,0,0
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,12,1,1,2,0,2,3,1,2,0,0
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,22,9,4,0,0,2,1,3,0,3,0
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Interactive Video,7,0,0,1,0,2,3,1,0,0,0
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,12,0,0,0,2,0,2,1,4,1,2
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),9,1,0,0,0,0,2,0,1,1,4
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),12,0,1,0,0,0,1,2,2,3,3
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,19,0,2,1,0,1,0,2,2,1,10
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,21,4,2,3,2,2,4,2,0,2,0
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,43,1,4,0,4,7,9,9,1,2,6
Hertfordshire,130723,Oaklands College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,41,0,0,0,2,2,10,9,4,7,7
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,6,4,0,1,0,0,0,0,1,0,0
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,8,1,1,2,1,0,1,2,0,0,0
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,10,3,1,3,0,1,2,0,0,0,0
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,31,3,3,3,3,3,9,7,0,0,0
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,10,3,0,1,2,0,1,0,0,0,3
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,6,2,0,0,0,2,0,0,0,1,1
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,20,8,2,0,1,3,2,1,1,1,1
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Hospitality / Catering Studies,8,0,0,1,0,0,1,1,2,0,3
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,11,0,0,0,1,4,0,3,3,0,0
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),30,5,2,2,3,5,8,2,2,1,0
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,18,3,0,0,1,2,4,6,2,0,0
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Isle of Wight,130724,The Isle of Wight College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,83,11,9,3,10,7,9,17,8,6,3
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Automotive Engineering,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,27,3,2,5,1,6,2,3,1,2,2
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,40,6,2,4,4,7,3,4,5,4,1
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,15,0,1,1,0,2,1,4,2,2,2
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,11,0,0,0,0,0,0,0,1,2,8
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,27,4,4,3,4,5,4,0,1,2,0
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Mechanical Engineering (General),6,0,0,0,1,0,0,1,1,2,1
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,56,0,3,6,5,6,6,8,5,11,6
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),21,1,0,5,3,1,4,3,3,1,0
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),12,3,1,1,5,0,2,0,0,0,0
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,43,13,6,6,5,4,2,2,3,1,1
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,44,7,2,4,5,11,7,6,1,1,0
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,27,11,2,1,2,5,1,0,3,1,1
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,61,5,3,6,9,3,6,9,5,12,3
Kent,130725,North West Kent College of Technology,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,30,16,4,1,2,0,2,2,0,1,2
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,8,0,1,2,2,1,2,0,0,0,0
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,10,0,1,1,0,2,2,3,1,0,0
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,27,3,3,0,1,3,3,4,0,2,8
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,39,3,1,2,2,6,3,4,8,4,6
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,32,9,5,2,3,4,5,4,0,0,0
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,31,2,0,0,1,1,3,4,2,6,12
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),13,1,3,0,1,2,1,1,1,2,1
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Dance: General,6,0,0,0,2,1,1,2,0,0,0
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,6,0,0,0,0,1,3,1,1,0,0
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,66,16,11,7,3,7,5,6,3,5,3
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,37,0,1,1,4,2,1,4,5,9,10
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),6,0,0,1,0,0,1,0,1,1,2
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),8,0,0,0,0,0,3,3,0,1,1
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,45,10,2,3,3,3,2,3,5,6,8
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,6,0,3,0,0,2,1,0,0,0,0
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,20,7,1,1,5,1,1,4,0,0,0
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,36,4,1,0,4,1,3,3,5,2,13
Medway,130726,MidKent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,12,0,0,1,1,3,4,1,1,0,1
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,10,1,3,0,4,0,2,0,0,0,0
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,10,0,0,0,0,1,1,2,3,2,1
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Automotive Engineering,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,9,2,1,1,2,1,0,1,1,0,0
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,17,2,1,1,0,1,0,1,3,3,5
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,7,1,1,1,0,2,2,0,0,0,0
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fine Art,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,9,0,0,0,0,1,1,0,2,3,2
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,6,0,0,0,0,0,0,1,0,1,4
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,15,0,0,0,0,1,0,2,1,4,7
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),12,0,0,0,0,0,1,1,3,5,2
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),6,0,0,0,0,0,1,2,0,2,1
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,8,0,0,0,1,0,3,2,0,0,2
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,31,1,2,3,9,5,2,5,2,2,0
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,6,2,0,0,0,0,0,0,1,3,0
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,10,1,0,0,0,1,1,1,2,0,4
Kent,130727,West Kent and Ashford College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130728,East Kent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,6,0,0,1,1,2,0,1,1,0,0
Kent,130728,East Kent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,14,0,1,2,2,2,2,1,0,0,4
Kent,130728,East Kent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,7,0,1,0,0,1,0,2,1,2,0
Kent,130728,East Kent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130728,East Kent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,9,0,0,0,1,0,3,3,1,1,0
Kent,130728,East Kent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,7,1,0,0,4,1,1,0,0,0,0
Kent,130728,East Kent College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Animal Husbandry: Specific Animals,36,14,7,2,7,2,3,1,0,0,0
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,25,2,3,2,4,3,0,3,2,1,5
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,17,1,2,1,2,4,3,1,1,2,0
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,25,5,1,2,1,2,4,2,0,1,7
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),7,0,0,0,1,1,4,0,1,0,0
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Engineering Studies,21,0,0,1,2,1,4,2,5,3,3
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Environmental Conservation / Policies,12,3,0,0,2,1,1,0,1,1,3
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Graphic Design,28,2,1,2,5,7,4,3,3,1,0
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,45,15,7,4,7,5,6,0,0,0,1
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,55,4,0,2,5,4,6,12,10,3,9
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),28,1,1,0,3,2,1,3,4,7,6
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Technology (Electronic),11,0,1,1,1,2,2,2,1,0,1
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Photography,10,1,0,1,0,1,2,2,1,0,2
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,28,9,0,0,1,1,2,4,1,2,8
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Speech & Drama,33,0,4,6,4,8,5,4,2,0,0
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,6,2,0,0,0,0,0,0,2,0,2
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,35,1,0,1,1,4,3,5,3,3,14
Kent,130730,Canterbury College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,15,0,0,1,2,0,3,4,2,0,3
Kent,130733,Hadlow College,Agriculture and Horticulture College,Pearson BTEC Level 3 Extended Diploma,Fish Farming,9,3,2,0,0,1,0,0,1,0,2
Lancashire,130734,Accrington and Rossendale College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Acting: Music Theatre,12,0,0,1,0,2,0,2,2,3,2
Lancashire,130734,Accrington and Rossendale College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,9,1,3,2,1,0,1,0,0,0,1
Lancashire,130734,Accrington and Rossendale College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,8,0,0,2,1,3,1,0,0,0,1
Lancashire,130734,Accrington and Rossendale College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Multimedia,11,0,0,0,2,1,1,4,1,2,0
Lancashire,130734,Accrington and Rossendale College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130734,Accrington and Rossendale College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,48,10,4,4,5,3,4,5,8,2,3
Lancashire,130734,Accrington and Rossendale College,Tertiary College,Pearson BTEC Level 3 Extended Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Acting Skills,18,2,2,1,2,5,3,3,0,0,0
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,21,2,3,0,1,2,8,2,0,1,2
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,7,1,0,2,0,2,1,1,0,0,0
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,16,0,1,1,1,2,0,2,4,4,1
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,6,2,0,0,0,1,1,0,0,1,1
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Electronic / Electrical Engineering,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Environmental Management,6,0,2,1,0,1,0,0,0,1,1
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Fashion / Textiles Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Health Studies,65,16,14,4,8,2,4,3,6,2,6
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Mechanical Engineering (General),12,2,0,0,1,2,2,1,0,2,2
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Multimedia,10,0,0,0,0,1,1,2,1,5,0
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Music Studies (General),13,1,0,1,1,1,2,2,2,3,0
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Public Services,44,0,2,4,4,5,7,2,7,9,4
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports / Movement Science,20,1,1,1,0,5,4,2,1,1,4
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Sports Studies,28,0,1,0,3,1,1,4,4,4,10
Lancashire,130735,Burnley College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Tourism,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Applied Sciences,45,4,5,4,6,5,7,4,4,6,0
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Business Studies,77,5,6,4,6,10,8,11,3,7,17
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Computer Appreciation / Introduction,33,8,1,2,4,5,1,4,1,3,4
Blackburn with Darwen,130736,Blackburn College,General Further Education College,Pearson BTEC Level 3 Extended Diploma,Construction Technology (Basic),30,7,0,3,4,3,0,7,2,1,3
