"Number of students passing a double award OCR Cambridge technical diploma or technical subsidiary diploma level 3 by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution type,Qualification,Subject,Number entered,Double Star,Star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double Pass
Bromley,136464,Coopers School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,9,3,0,1,5,0,0,0
Devon,136495,"Teignmouth Community School, Exeter Road",Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,136524,Camborne Science and International Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,136533,Newquay Tretherras,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bromley,136545,Charles Darwin School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Film / Video / Television Production,6,1,0,2,0,3,0,0
Kent,136571,Hartsdown Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,136571,Hartsdown Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,8,0,0,0,3,1,1,3
Kent,136571,Hartsdown Academy,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,136577,The King John School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,6,4,2,0,0,0,0,0
Kent,136581,Valley Park School,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,6,1,4,1,0,0,0,0
Kent,136585,Dane Court Grammar School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,7,7,0,0,0,0,0,0
Kent,136585,Dane Court Grammar School,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sandwell,136616,Wood Green Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,6,4,0,2,0,0,0,0
Plymouth,136626,Stoke Damerel Community College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnet,136658,East Barnet School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnet,136658,East Barnet School,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,136683,The Hermitage Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Isle of Wight,136753,Ryde Academy,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Isle of Wight,136753,Ryde Academy,Sponsored Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,136772,Cleeve School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sutton,136799,Carshalton Boys Sports College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,8,3,0,2,2,1,0,0
Sutton,136799,Carshalton Boys Sports College,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,136826,Leeds East Academy,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,11,0,1,3,3,4,0,0
Thurrock,136854,Gable Hall School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Somerset,136856,Gordano School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,10,0,3,0,1,3,0,3
Lincolnshire,136871,North Kesteven School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Film / Video / Television Production,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Multimedia,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,136959,The Cheadle Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,6,4,0,0,0,2,0,0
Bradford,136962,Feversham College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,15,2,6,3,0,2,2,0
Suffolk,136998,Bungay High School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,14,6,2,2,3,1,0,0
Hounslow,137009,Rivers Academy West London,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,11,5,0,5,1,0,0,0
Hounslow,137009,Rivers Academy West London,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,13,10,3,0,0,0,0,0
Staffordshire,137100,Fair Oak Academy,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,137103,Hagley Park Academy,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,137206,Tor Bridge High,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Art & Design,6,1,2,2,0,0,1,0
Plymouth,137206,Tor Bridge High,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,137223,Falmouth School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cornwall,137223,Falmouth School,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,137224,Mount Grace School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Film / Video / Television Production,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,137240,The Sandon School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,7,6,1,0,0,0,0,0
Lincolnshire,137282,University Academy Holbeach,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Slough,137287,Slough and Eton CofE Business and Enterprise College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,11,2,1,2,4,0,2,0
Cambridgeshire,137305,St Ivo School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,7,6,0,1,0,0,0,0
Essex,137429,Colne Community School and College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,8,1,0,3,0,0,3,1
Doncaster,137472,Don Valley Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Doncaster,137472,Don Valley Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,7,3,0,2,0,1,1,0
Doncaster,137472,Don Valley Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,12,6,1,2,2,1,0,0
Sefton,137514,Chesterfield High School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bath and North East Somerset,137523,Wellsway School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,7,2,0,2,2,1,0,0
Bath and North East Somerset,137523,Wellsway School,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Darlington,137622,Carmel College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Darlington,137622,Carmel College,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,137630,Walderslade Girls' School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wolverhampton,137730,Heath Park,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Film / Video / Television Production,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Croydon,137754,Norbury Manor Business and Enterprise College for Girls,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Art & Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cambridgeshire,137779,Ely College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,137798,Bluecoat Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,8,1,2,2,1,1,1,0
Nottingham,137798,Bluecoat Academy,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,137851,St Thomas More Catholic School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,137851,St Thomas More Catholic School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,14,2,1,3,5,1,2,0
Gateshead,137851,St Thomas More Catholic School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,137852,Cardinal Hume Catholic School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,6,0,1,2,2,1,0,0
Gateshead,137852,Cardinal Hume Catholic School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,9,3,4,0,0,0,1,1
Gateshead,137852,Cardinal Hume Catholic School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,11,6,2,0,2,1,0,0
Gateshead,137852,Cardinal Hume Catholic School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,12,6,1,2,1,2,0,0
Kingston upon Thames,137859,Coombe Boys' School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Film / Video / Television Production,6,0,1,1,3,0,1,0
Northamptonshire,137878,Chenderit School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,11,3,1,1,3,3,0,0
Hounslow,137940,Isleworth and Syon School for Boys,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,13,0,1,0,4,5,2,1
Medway,138046,Greenacre School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,6,0,1,1,1,1,1,1
Medway,138046,Greenacre School,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wolverhampton,138098,Moseley Park,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Film / Video / Television Production,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wolverhampton,138098,Moseley Park,Sponsored Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Multimedia,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southend-on-Sea,138174,Belfairs Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,6,3,1,1,1,0,0,0
Cambridgeshire,138177,Cromwell Community College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,138214,The Duston School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Art & Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,138214,The Duston School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,8,3,1,0,1,1,1,1
Nottinghamshire,138641,The Kimberley School,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,138729,Painsley Catholic College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,8,7,0,0,0,0,1,0
Northamptonshire,138932,Kingsthorpe College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,139054,Swallow Hill Community College,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leeds,139054,Swallow Hill Community College,Sponsored Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Health Studies,7,1,0,0,0,1,1,4
Cambridgeshire,139272,Neale-Wade Academy,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sandwell,139328,The ACE Academy,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,8,0,1,2,1,4,0,0
Northamptonshire,139819,Weavers Academy,Sponsored Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,139819,Weavers Academy,Sponsored Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,14,0,0,0,0,1,4,9
Suffolk,139867,Mildenhall College Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,139867,Mildenhall College Academy,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Health Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Plymouth,140104,Eggbuckland Community College,Converter Academy,OCR Cambridge Technical Diploma at Level 3,Computer Appreciation / Introduction,8,1,1,0,1,3,0,2
Plymouth,140104,Eggbuckland Community College,Converter Academy,OCR Cambridge Technical Subsidiary Diploma at Level 3,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
