"Number of students passing a BTEC 90 credit diploma by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Double Distinction Star,Distinction star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double pass
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,48,6,2,6,11,7,8,8
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,30,7,3,3,3,2,3,9
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,29,0,1,3,3,3,3,16
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,20,2,5,3,3,4,1,2
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,37,12,3,2,4,6,4,6
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,20,0,0,2,3,4,7,4
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),26,0,0,1,3,7,10,5
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),22,0,0,1,2,3,5,11
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,22,3,3,0,2,2,2,10
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,21,0,2,2,6,6,5,0
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,7,1,1,1,2,0,1,1
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,24,3,0,1,1,3,4,12
Bath and North East Somerset,130558,City of Bath College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,14,2,2,1,3,2,1,3
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,8,5,0,0,0,3,0,0
Bath and North East Somerset,130559,Norton Radstock College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,7,1,1,0,0,1,0,4
North Somerset,130564,Weston College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,7,1,0,1,3,1,0,1
Hartlepool,130567,Hartlepool College of Further Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hartlepool,130568,Hartlepool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,24,11,1,3,4,2,2,1
Hartlepool,130568,Hartlepool Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,20,0,2,1,9,4,4,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,11,0,0,0,1,1,2,7
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,10,2,0,1,0,2,1,4
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,28,0,0,1,0,1,6,20
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,38,3,1,0,5,3,13,13
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),9,0,0,0,1,4,4,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,11,0,1,1,5,2,2,0
Middlesbrough,130570,Middlesbrough College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,7,3,0,0,0,0,1,3
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redcar and Cleveland,130573,Redcar & Cleveland College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,15,5,0,0,1,1,3,5
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockton-on-Tees,130576,Stockton Riverside College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockton-on-Tees,130577,Stockton Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Public Services,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockton-on-Tees,130577,Stockton Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,21,15,0,2,1,1,1,1
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,16,0,0,1,1,3,2,9
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,98,6,3,10,19,17,16,27
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,16,3,0,1,3,1,0,8
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,19,0,1,0,3,1,7,7
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,18,4,0,3,1,0,4,6
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,15,0,0,4,3,3,2,3
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),6,0,0,0,3,3,0,0
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),7,0,0,0,1,2,1,3
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,66,16,1,4,4,5,6,30
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,44,4,9,3,14,7,5,2
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,51,3,2,1,7,8,10,20
"Kingston upon Hull, City of",130579,Hull College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,28,0,0,0,1,7,5,15
"Kingston upon Hull, City of",130580,Wilberforce College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130580,Wilberforce College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130580,Wilberforce College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Public Services,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130580,Wilberforce College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Kingston upon Hull, City of",130581,Wyke Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,16,6,1,1,3,2,2,1
"Kingston upon Hull, City of",130581,Wyke Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,33,18,8,4,2,1,0,0
East Riding of Yorkshire,130582,East Riding College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,6,3,0,1,1,0,0,1
East Riding of Yorkshire,130582,East Riding College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,7,1,0,1,0,0,0,5
East Riding of Yorkshire,130582,East Riding College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,6,1,0,0,1,1,0,3
East Riding of Yorkshire,130582,East Riding College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,130582,East Riding College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,130584,Bishop Burton College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,130584,Bishop Burton College,Agriculture and Horticulture College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,52,3,4,6,8,6,11,14
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,13,0,0,0,0,0,3,10
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,11,0,0,0,0,0,1,10
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,24,0,0,1,0,3,2,18
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,15,5,0,1,1,3,1,4
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,23,0,0,0,0,1,5,17
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,18,0,3,1,1,4,7,2
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,17,1,1,0,0,2,8,5
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,42,5,3,0,6,7,7,14
North East Lincolnshire,130585,Grimsby Institute of Further and Higher Education,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,130586,Franklin College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Business Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North East Lincolnshire,130586,Franklin College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Building / Construction Operations (General / Combined),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,16,5,6,2,0,1,0,2
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,8,0,1,0,1,4,2,0
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,13,0,1,0,1,7,4,0
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,17,2,1,0,1,1,2,10
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130587,North Lindsey College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130588,John Leggott Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Lincolnshire,130588,John Leggott Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130591,Craven College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130591,Craven College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130591,Craven College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130591,Craven College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130592,Selby College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130592,Selby College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,13,1,0,1,3,3,4,1
North Yorkshire,130592,Selby College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130592,Selby College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130592,Selby College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,13,1,0,0,0,0,2,10
North Yorkshire,130592,Selby College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,130592,Selby College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
York,130594,York College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
