"Number of students passing a BTEC 90 credit diploma by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Double Distinction Star,Distinction star Distinction,Double Distinction,Distinction Merit,Double Merit,Merit Pass,Double pass
Bury,130498,Bury College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bury,130498,Bury College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Manchester,130504,Xaverian College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Business Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Manchester,130504,Xaverian College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oldham,130505,The Oldham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oldham,130505,The Oldham College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,23,3,0,2,1,3,2,12
Oldham,130506,Oldham Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oldham,130506,Oldham Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,12,0,0,0,0,0,0,12
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,26,2,0,1,7,8,5,3
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,18,0,0,2,0,2,3,11
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,23,5,3,1,3,4,2,5
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,10,1,1,1,0,0,0,7
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,37,3,2,2,8,3,7,12
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,30,1,0,1,4,7,8,9
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,27,0,1,1,0,0,0,25
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,7,1,0,0,1,2,3,0
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,20,2,4,2,2,1,4,5
Rochdale,130507,Hopwood Hall College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Tourism,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Animal Husbandry: Specific Animals,15,3,0,1,2,2,5,2
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,76,23,2,5,15,14,6,11
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,63,5,4,3,7,8,15,21
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,59,34,7,3,2,4,1,8
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,89,36,10,12,7,9,9,6
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,148,104,11,3,3,6,7,14
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,113,7,5,12,18,11,17,43
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),18,4,4,4,4,1,1,0
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),14,0,0,0,3,2,4,5
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,54,7,0,1,9,10,18,9
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,119,28,13,21,29,19,5,4
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,90,13,10,2,13,15,15,22
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Stage Management,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Salford,130509,Salford City College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,52,40,1,2,2,3,3,1
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,7,1,0,0,1,0,1,4
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,9,0,0,0,2,1,1,5
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,9,0,0,1,1,1,0,6
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,20,1,1,1,4,1,3,9
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,0,0,0,0,0,2,6
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,6,0,0,0,0,0,1,5
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockport,130512,Stockport College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockport,130514,Aquinas College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,15,10,3,2,0,0,0,0
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Art & Design,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Business Studies,27,6,3,4,4,3,2,5
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,39,11,4,4,5,6,4,5
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Multimedia,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,0,2,2,2,1,1,0
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,41,3,3,2,4,13,6,10
Stockport,130515,Cheadle and Marple Sixth Form College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Tourism,6,0,0,0,1,3,1,1
Trafford,130519,Trafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Trafford,130519,Trafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,10,0,0,1,3,0,2,4
Trafford,130519,Trafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,14,4,2,1,0,3,2,2
Trafford,130519,Trafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Trafford,130519,Trafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Trafford,130519,Trafford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,13,1,1,1,2,1,0,7
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,9,1,0,0,0,0,2,6
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,7,1,2,0,0,2,1,1
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,7,0,0,0,1,0,1,5
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,6,0,0,0,2,2,2,0
Wigan,130521,Wigan and Leigh College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,27,3,2,3,8,4,4,3
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,38,4,1,0,3,1,11,18
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,18,4,0,1,1,0,1,11
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,23,0,0,0,2,1,7,13
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnsley,130524,Barnsley College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,13,2,0,1,2,1,3,4
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,0,0,0,0,2,0,6
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Doncaster,130526,Doncaster College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,8,0,0,0,2,1,4,1
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,23,0,1,0,1,3,7,11
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,7,2,0,0,0,0,2,3
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,12,1,2,0,1,0,5,3
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,25,4,1,0,2,2,3,13
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,14,0,0,0,1,2,0,11
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),7,0,0,0,2,2,0,3
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,6,1,0,0,0,1,1,3
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,17,2,0,0,0,4,5,6
Rotherham,130527,Rotherham College of Arts and Technology,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130529,Dearne Valley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,130529,Dearne Valley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,10,4,1,2,1,1,0,1
Rotherham,130530,Thomas Rotherham College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,66,4,3,6,4,10,11,28
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,18,0,2,2,2,2,3,7
Sheffield,130531,The Sheffield College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Public Services,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,37,3,3,1,4,7,5,14
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,16,2,2,2,2,1,0,7
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,9,1,0,1,0,1,0,6
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,7,0,0,0,2,1,1,3
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,0,0,0,0,3,2,3
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,12,0,1,0,1,3,1,6
Bradford,130532,Bradford College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,51,11,8,2,17,5,4,4
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,11,0,1,1,2,0,2,5
Bradford,130534,Shipley College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Horticulture (General),1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,7,0,0,2,1,0,3,1
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,12,0,0,0,2,3,2,5
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),6,0,0,0,0,0,3,3
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,8,2,1,0,0,2,2,1
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,15,2,5,1,2,3,2,0
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,7,0,0,0,1,1,2,3
Calderdale,130535,Calderdale College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,16,0,0,0,5,2,2,7
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Environmental Management,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,91,28,6,6,7,10,8,26
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,0,0,0,0,0,0,8
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),12,0,0,0,0,0,3,9
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,10,0,0,0,3,3,3,1
Kirklees,130537,Kirklees College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,18,1,2,3,0,3,2,7
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Art & Design,12,0,0,2,3,2,2,3
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Business Studies,17,2,1,2,4,4,2,2
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,39,18,3,6,3,3,4,2
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,37,9,6,10,6,3,2,1
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Multimedia,27,9,2,5,2,4,2,3
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,6,5,1,0,0,0,0,0
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,72,5,6,5,14,14,12,16
Kirklees,130539,Huddersfield New College,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Tourism,13,0,4,2,2,1,0,4
Leeds,130548,Notre Dame Catholic Sixth Form College,Further Education Sector Institution,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,22,3,2,1,1,3,6,6
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,41,2,1,2,8,4,8,16
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,22,1,0,0,2,1,6,12
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,24,2,0,2,2,8,4,6
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,68,0,0,3,8,7,12,38
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),15,1,0,0,0,3,7,4
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),7,0,0,0,0,2,4,1
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,15,1,0,0,1,1,1,11
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,37,1,1,5,13,11,2,4
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,15,0,3,0,2,1,3,6
Wakefield,130549,Wakefield College,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,65,4,1,3,7,4,7,39
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Art & Design,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Business Studies,8,3,2,0,2,1,0,0
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,42,27,5,3,4,1,1,1
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Health Studies,22,5,7,3,2,2,1,2
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Public Services,27,0,1,7,12,4,1,2
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wakefield,130550,New College Pontefract,Sixth Form Centre / Consortia,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,33,4,6,5,10,3,4,1
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,8,0,1,1,1,2,2,1
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,13,2,1,1,2,1,2,4
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,27,0,1,3,7,4,4,8
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),7,0,0,0,1,0,4,2
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,8,2,0,1,0,1,2,2
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,11,2,3,2,1,0,0,3
Gateshead,130551,Gateshead College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,10,3,2,0,0,3,0,2
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Airport Management / Ground Services,10,0,0,0,1,0,0,9
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,42,7,0,1,3,3,9,19
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,178,22,16,16,22,36,29,37
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Business Studies,14,0,0,0,0,0,3,11
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Computer Appreciation / Introduction,105,12,5,1,5,14,13,55
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,58,8,2,1,4,5,19,19
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,23,7,2,0,3,2,3,6
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,24,0,1,1,3,1,5,13
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Studies (General),16,0,0,0,1,0,8,7
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Music Technology (Electronic),7,0,0,0,2,0,3,2
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Public Services,6,0,0,0,0,0,1,5
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Speech & Drama,88,8,3,6,11,21,20,19
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports / Movement Science,16,2,2,1,2,3,4,2
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Sports Studies,48,7,1,5,3,8,3,21
Newcastle upon Tyne,130552,NCG,General Further Education College,Pearson BTEC Level 3 90-credit Diploma,Tourism,6,1,0,0,0,1,1,3
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Applied Sciences,12,0,0,0,1,3,1,7
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Art & Design,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Health Studies,32,28,3,1,0,0,0,0
South Tyneside,130555,South Tyneside College,Tertiary College,Pearson BTEC Level 3 90-credit Diploma,Multimedia,8,0,0,1,2,0,5,0
