"Number of students entered for an extended project (diploma) by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution type,Qualification,Subject,Number entered,Grade A*,Grade A,Grade B,Grade C,Grade D,Grade E,No results
Poole,113922,Canford School,Independent School,Extended Project (Diploma),Study Skills,18,10,3,0,2,0,0,3
Bournemouth,113945,Talbot Heath School,Independent School,Extended Project (Diploma),Study Skills,9,3,5,1,0,0,0,0
County Durham,114287,Roseberry College & Sixth Form,Community School,Extended Project (Diploma),Study Skills,18,2,3,3,4,2,1,3
County Durham,114297,Wolsingham School and Community College,Community School,Extended Project (Diploma),Study Skills,12,0,0,2,5,3,2,0
County Durham,114300,Whitworth Park School and Sixth Form College,Foundation School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114310,Durham Sixth Form Centre,Community School,Extended Project (Diploma),Study Skills,18,1,6,4,6,1,0,0
County Durham,114312,Durham Johnston Comprehensive School,Community School,Extended Project (Diploma),Study Skills,16,5,4,2,2,0,2,1
County Durham,114327,St Bede's Catholic Comprehensive School and Byron College,Voluntary Aided School,Extended Project (Diploma),Study Skills,53,1,8,12,15,8,4,5
Darlington,114329,Polam Hall School,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114330,Durham High School for Girls,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114331,Durham School,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,114336,Barnard Castle School,Independent School,Extended Project (Diploma),Study Skills,6,4,0,0,0,0,0,2
East Sussex,114587,Heathfield Community College,Community School,Extended Project (Diploma),Study Skills,13,2,2,1,4,2,0,2
East Sussex,114590,Uckfield Community Technology College,Community School,Extended Project (Diploma),Study Skills,80,0,8,16,26,22,6,2
East Sussex,114591,Uplands Community College,Community School,Extended Project (Diploma),Study Skills,10,0,2,2,4,2,0,0
Brighton and Hove,114606,Blatchington Mill School and Sixth Form College,Community School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,114607,Hove Park School and Sixth Form Centre,Community School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,114611,Cardinal Newman Catholic School,Voluntary Aided School,Extended Project (Diploma),Study Skills,21,9,4,4,1,0,0,3
Brighton and Hove,114614,Brighton College,Independent School,Extended Project (Diploma),Study Skills,13,3,5,1,2,2,0,0
Brighton and Hove,114616,Roedean School,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,114625,Michael Hall School,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,114627,St Leonards-Mayfield School,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Sussex,114651,Moira House Girls' School,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brighton and Hove,114658,Brighton and Hove High School,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Essex,115238,"St John Payne Catholic Comprehensive School, Chelmsford",Voluntary Aided School,Extended Project (Diploma),Study Skills,6,0,1,5,0,0,0,0
Essex,115387,New Hall School,Independent School,Extended Project (Diploma),Study Skills,17,7,4,3,1,0,1,1
Gloucestershire,115723,Archway School,Community School,Extended Project (Diploma),Study Skills,11,1,1,6,2,0,1,0
Gloucestershire,115758,Rednock School,Foundation School,Extended Project (Diploma),Study Skills,25,1,2,10,8,3,1,0
Gloucestershire,115780,"The King's School, Gloucester",Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,115787,Rendcomb College,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,115788,Wycliffe College,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,115797,Dean Close School,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,115798,Cheltenham Ladies' College,Independent School,Extended Project (Diploma),Study Skills,23,15,2,5,1,0,0,0
Hampshire,116433,Yateley School,Community School,Extended Project (Diploma),Study Skills,13,0,2,3,3,3,2,0
Southampton,116458,Bitterne Park School,Community School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,116517,Farnborough Hill,Independent School,Extended Project (Diploma),Study Skills,12,3,4,4,1,0,0,0
Hampshire,116521,Lord Wandsworth College,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hampshire,116527,Bedales School,Independent School,Extended Project (Diploma),Study Skills,15,3,5,5,1,0,1,0
Hampshire,116534,St Swithun's School,Independent School,Extended Project (Diploma),Study Skills,17,9,4,2,1,0,0,1
Hampshire,116543,Salesian College,Independent School,Extended Project (Diploma),Study Skills,10,5,4,1,0,0,0,0
Hampshire,116579,Churcher's College,Independent School,Extended Project (Diploma),Study Skills,9,1,4,1,2,1,0,0
Southampton,116580,King Edward VI School,Independent School,Extended Project (Diploma),Study Skills,14,6,5,2,1,0,0,0
Portsmouth,116581,Portsmouth High School,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Portsmouth,116582,St John's College,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,116929,South Bromsgrove Community High School,Community School,Extended Project (Diploma),Study Skills,9,0,0,2,2,4,0,1
Worcestershire,116932,The De Montfort School,Community School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,116994,Hagley Catholic High School,Voluntary Aided School,Extended Project (Diploma),Study Skills,91,3,13,14,7,19,17,18
Worcestershire,117012,Bromsgrove School,Independent School,Extended Project (Diploma),Study Skills,11,6,3,0,0,0,0,2
Worcestershire,117017,Malvern College,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,117018,Malvern St James,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Herefordshire, County of",117036,Hereford Cathedral School,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,117037,The King's School,Independent School,Extended Project (Diploma),Study Skills,11,4,1,3,2,1,0,0
Worcestershire,117038,R G S Worcester,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117499,The Priory School,Community School,Extended Project (Diploma),Study Skills,19,5,9,4,1,0,0,0
Hertfordshire,117500,The Hemel Hempstead School,Community School,Extended Project (Diploma),Study Skills,11,0,3,3,3,0,0,2
Hertfordshire,117504,Fearnhill School,Community School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117512,Adeyfield School,Community School,Extended Project (Diploma),Study Skills,9,0,1,1,5,1,1,0
Hertfordshire,117515,Barclay School,Community School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117519,Simon Balle School,Foundation School,Extended Project (Diploma),Study Skills,42,12,11,8,6,3,1,1
Hertfordshire,117525,Sir Frederic Osborn School,Community School,Extended Project (Diploma),Study Skills,8,0,1,2,3,0,2,0
Hertfordshire,117528,The Cavendish School,Community School,Extended Project (Diploma),Study Skills,31,0,5,5,7,7,2,5
Hertfordshire,117530,The Nobel School,Community School,Extended Project (Diploma),Study Skills,9,1,3,0,3,2,0,0
Hertfordshire,117534,Marriotts School,Community School,Extended Project (Diploma),Study Skills,9,0,1,3,2,1,1,1
Hertfordshire,117537,The Highfield School,Community School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117552,The Astley Cooper School,Community School,Extended Project (Diploma),Study Skills,7,0,1,2,1,1,0,2
Hertfordshire,117555,Townsend CofE School,Voluntary Aided School,Extended Project (Diploma),Study Skills,6,0,0,0,2,2,1,1
Hertfordshire,117557,John F Kennedy Catholic School,Voluntary Aided School,Extended Project (Diploma),Study Skills,18,3,6,4,2,3,0,0
Hertfordshire,117577,The Bishop's Stortford High School,Foundation School,Extended Project (Diploma),Study Skills,12,5,3,1,2,1,0,0
Hertfordshire,117578,Ashlyns School,Foundation School,Extended Project (Diploma),Study Skills,11,2,0,2,4,0,0,3
Hertfordshire,117592,The Hertfordshire & Essex High School and Science College,Foundation School,Extended Project (Diploma),Study Skills,21,8,9,4,0,0,0,0
Hertfordshire,117596,Cheshunt School,Foundation School,Extended Project (Diploma),Study Skills,13,0,4,4,3,1,1,0
Hertfordshire,117604,Berkhamsted School,Independent School,Extended Project (Diploma),Study Skills,20,6,9,2,3,0,0,0
Hertfordshire,117605,Bishop's Stortford College,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117609,Queenswood School,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117616,Merchant Taylors' School,Independent School,Extended Project (Diploma),Study Skills,34,20,3,4,7,0,0,0
Hertfordshire,117617,St Albans High School for Girls,Independent School,Extended Project (Diploma),Study Skills,13,9,3,1,0,0,0,0
Hertfordshire,117633,St Edmund's College,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hertfordshire,117638,St Columba's College,Independent School,Extended Project (Diploma),Study Skills,18,1,5,5,3,3,1,0
Hertfordshire,117641,Royal Masonic School for Girls,Independent School,Extended Project (Diploma),Study Skills,15,8,3,4,0,0,0,0
Hertfordshire,117647,St Albans School,Independent School,Extended Project (Diploma),Study Skills,26,15,7,3,0,0,0,1
East Riding of Yorkshire,118072,Beverley High School,Community School,Extended Project (Diploma),Study Skills,27,6,13,2,4,1,1,0
East Riding of Yorkshire,118075,Withernsea High School Specialising In Humanities,Community School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,118078,Driffield School and Sixth Form,Community School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,118080,South Holderness Technology College,Community School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,118082,Hornsea School and Language College,Community School,Extended Project (Diploma),Study Skills,11,0,3,0,1,5,1,1
East Riding of Yorkshire,118083,Wolfreton School,Community School,Extended Project (Diploma),Study Skills,52,0,7,11,6,12,8,8
East Riding of Yorkshire,118085,Headlands School and Community Science College,Community School,Extended Project (Diploma),Study Skills,10,0,1,4,1,1,3,0
East Riding of Yorkshire,118111,Bridlington School Sports College,Voluntary Controlled School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,118126,Hull Collegiate School,Independent School,Extended Project (Diploma),Study Skills,34,0,0,9,10,10,3,2
"Kingston upon Hull, City of",118131,Hymers College,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
East Riding of Yorkshire,118132,Pocklington School,Independent School,Extended Project (Diploma),Study Skills,7,1,1,1,2,1,0,1
Isle of Wight,118223,Ryde School with Upper Chine,Independent School,Extended Project (Diploma),Study Skills,7,0,3,2,0,1,1,0
Kent,118788,Northfleet School for Girls,Foundation School,Extended Project (Diploma),Study Skills,20,0,0,0,3,2,7,8
Kent,118790,Tunbridge Wells Grammar School for Boys,Community School,Extended Project (Diploma),Study Skills,45,8,25,7,5,0,0,0
Kent,118806,Dover Grammar School for Girls,Community School,Extended Project (Diploma),Study Skills,39,10,14,11,3,1,0,0
Kent,118836,Maidstone Grammar School for Girls,Foundation School,Extended Project (Diploma),Study Skills,19,5,6,4,1,1,0,2
Kent,118840,Simon Langton Girls' Grammar School,Voluntary Controlled School,Extended Project (Diploma),Study Skills,45,13,18,9,4,1,0,0
Kent,118843,The Judd School,Voluntary Aided School,Extended Project (Diploma),Study Skills,15,6,4,4,1,0,0,0
Kent,118882,Aylesford School - Sports College,Foundation School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118883,Dartford Grammar School for Girls,Foundation School,Extended Project (Diploma),Study Skills,97,15,27,31,19,5,0,0
Kent,118884,Simon Langton Grammar School for Boys,Foundation School,Extended Project (Diploma),Study Skills,161,63,39,26,15,10,4,4
Kent,118897,The Malling School,Foundation School,Extended Project (Diploma),Study Skills,14,0,0,2,2,0,1,9
Kent,118904,St Simon Stock Catholic School,Voluntary Aided School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118918,St Anselm's Catholic School,Voluntary Aided School,Extended Project (Diploma),Study Skills,11,1,2,2,3,2,0,1
Medway,118929,The Howard School,Foundation School,Extended Project (Diploma),Study Skills,14,0,3,3,1,2,2,3
Kent,118933,St John's Catholic Comprehensive,Voluntary Aided School,Extended Project (Diploma),Study Skills,33,2,3,5,4,5,5,9
Kent,118939,Benenden School,Independent School,Extended Project (Diploma),Study Skills,18,12,4,2,0,0,0,0
Kent,118957,Combe Bank School,Independent School,Extended Project (Diploma),Study Skills,7,0,0,0,0,2,3,2
Kent,118958,Sutton Valence School,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118978,Bethany School,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,118996,The King's School Canterbury,Independent School,Extended Project (Diploma),Study Skills,16,5,7,2,0,0,0,2
Kent,118998,St Edmunds School Canterbury,Independent School,Extended Project (Diploma),Study Skills,10,2,4,2,2,0,0,0
Medway,119006,Rochester Independent College,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119711,Heysham High School Sports College,Community School,Extended Project (Diploma),Study Skills,18,0,0,6,1,3,6,2
Lancashire,119722,Alder Grange Community and Technology School,Community School,Extended Project (Diploma),Study Skills,13,0,1,5,1,0,1,5
Lancashire,119740,Lytham St Annes Technology and Performing Arts College,Foundation School,Extended Project (Diploma),Study Skills,13,0,2,3,3,4,1,0
Lancashire,119761,Morecambe Community High School,Community School,Extended Project (Diploma),Study Skills,11,0,2,2,2,4,0,1
Lancashire,119767,Haslingden High School and Sixth Form,Community School,Extended Project (Diploma),Study Skills,7,0,0,3,3,1,0,0
Blackpool,119778,St Mary's Catholic College,Voluntary Aided School,Extended Project (Diploma),Study Skills,34,1,3,5,11,10,4,0
Lancashire,119794,Hutton Church of England Grammar School,Voluntary Aided School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,119813,Baines School,Voluntary Aided School,Extended Project (Diploma),Study Skills,21,2,0,6,5,4,3,1
Lancashire,119817,Stonyhurst College,Independent School,Extended Project (Diploma),Study Skills,12,2,2,7,1,0,0,0
Blackburn with Darwen,119826,Westholme School,Independent School,Extended Project (Diploma),Study Skills,17,1,3,6,4,2,1,0
Lancashire,119835,Kirkham Grammar School,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Blackburn with Darwen,119838,Queen Elizabeth's Grammar School,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,120236,Charnwood College (Upper),Foundation School,Extended Project (Diploma),Study Skills,11,0,6,2,1,1,1,0
Leicestershire,120261,Longslade Community College,Community School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,120274,Hind Leys Community College,Community School,Extended Project (Diploma),Study Skills,15,0,4,4,4,2,1,0
Leicester,120297,The City of Leicester College,Community School,Extended Project (Diploma),Study Skills,12,1,1,3,4,2,0,1
Leicester,120306,English Martyrs Catholic School,Voluntary Aided School,Extended Project (Diploma),Study Skills,31,3,2,5,6,9,4,2
Leicester,120307,Saint Paul's Catholic School,Voluntary Aided School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,120317,Our Lady's Convent School,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rutland,120320,Uppingham School,Independent School,Extended Project (Diploma),Study Skills,13,4,8,1,0,0,0,0
Rutland,120322,Oakham School,Independent School,Extended Project (Diploma),Study Skills,9,2,4,1,1,0,0,1
Leicester,120324,Leicester High School for Girls,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Leicestershire,120333,Loughborough High School,Independent School,Extended Project (Diploma),Study Skills,11,4,2,2,0,1,1,1
Leicestershire,120334,Leicester Grammar School Trust,Independent School,Extended Project (Diploma),Study Skills,41,13,10,7,8,3,0,0
Lincolnshire,120655,"The Queen Elizabeth's High School, Gainsborough",Community School,Extended Project (Diploma),Study Skills,23,7,8,6,2,0,0,0
Lincolnshire,120701,"The King Edward VI Grammar School, Louth",Foundation School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lincolnshire,120713,Monks' Dyke Tennyson College,Foundation School,Extended Project (Diploma),Study Skills,18,1,2,1,8,2,2,2
Lincolnshire,120724,Lincoln Minster School,Independent School,Extended Project (Diploma),Study Skills,11,1,3,1,4,0,1,1
Lincolnshire,120735,Stamford School,Independent School,Extended Project (Diploma),Study Skills,8,3,1,0,2,0,1,1
Lincolnshire,120736,Stamford High School,Independent School,Extended Project (Diploma),Study Skills,11,2,6,1,0,2,0,0
Norfolk,121151,Northgate High School,Community School,Extended Project (Diploma),Study Skills,24,2,5,14,2,0,0,1
Norfolk,121167,Attleborough High School,Community School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,121172,City of Norwich School,Community School,Extended Project (Diploma),Study Skills,25,6,5,10,3,1,0,0
Norfolk,121180,Thorpe St Andrew School and Sixth Form,Community School,Extended Project (Diploma),Study Skills,27,4,9,10,4,0,0,0
Norfolk,121182,Dereham Neatherd High School,Community School,Extended Project (Diploma),Study Skills,23,4,6,10,2,0,0,1
Norfolk,121185,Fakenham High School and College,Community School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,121227,Hethersett Old Hall School,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,121241,Norwich High School for Girls GDST,Independent School,Extended Project (Diploma),Study Skills,31,16,11,3,1,0,0,0
Norfolk,121245,Thetford Grammar School,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,121664,Easingwold School,Community School,Extended Project (Diploma),Study Skills,8,2,1,1,1,0,0,3
North Yorkshire,121666,Thirsk School & Sixth Form College,Community School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,121669,Stokesley School,Community School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
York,121673,Huntington School,Community School,Extended Project (Diploma),Study Skills,18,3,2,2,6,1,1,3
North Yorkshire,121680,Richmond School,Community School,Extended Project (Diploma),Study Skills,10,0,2,5,3,0,0,0
North Yorkshire,121681,Malton School,Community School,Extended Project (Diploma),Study Skills,6,1,5,0,0,0,0,0
York,121684,Fulford School,Community School,Extended Project (Diploma),Study Skills,21,0,10,6,2,3,0,0
North Yorkshire,121687,King James's School,Community School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,121689,Settle College,Community School,Extended Project (Diploma),Study Skills,10,0,1,2,3,2,1,1
North Yorkshire,121693,Tadcaster Grammar School,Community School,Extended Project (Diploma),Study Skills,12,3,4,2,3,0,0,0
North Yorkshire,121694,Ripon Grammar School,Community School,Extended Project (Diploma),Study Skills,30,8,12,8,2,0,0,0
North Yorkshire,121699,Boroughbridge High School,Community School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,121710,Northallerton College,Voluntary Controlled School,Extended Project (Diploma),Study Skills,14,0,2,5,1,3,1,2
York,121711,Joseph Rowntree School,Voluntary Controlled School,Extended Project (Diploma),Study Skills,9,4,1,2,1,0,0,1
North Yorkshire,121716,Ermysted's Grammar School,Voluntary Aided School,Extended Project (Diploma),Study Skills,25,13,5,3,1,0,3,0
North Yorkshire,121717,St John Fisher Catholic High School,Voluntary Aided School,Extended Project (Diploma),Study Skills,11,4,2,3,1,1,0,0
York,121720,All Saints RC School,Voluntary Aided School,Extended Project (Diploma),Study Skills,17,4,5,3,4,1,0,0
York,121722,Bootham School,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
York,121726,The Mount School,Independent School,Extended Project (Diploma),Study Skills,6,4,0,1,1,0,0,0
North Yorkshire,121735,Ampleforth College,Independent School,Extended Project (Diploma),Study Skills,13,0,2,3,6,2,0,0
North Yorkshire,121740,Giggleswick School,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Yorkshire,121743,Queen Ethelburga's College,Independent School,Extended Project (Diploma),Study Skills,9,4,3,1,0,0,0,1
North Yorkshire,121749,Queen Margaret's School,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,122083,Northampton School for Girls,Foundation School,Extended Project (Diploma),Study Skills,23,0,3,4,8,3,0,5
Northamptonshire,122129,Oundle School,Independent School,Extended Project (Diploma),Study Skills,86,19,29,23,7,6,1,1
Northamptonshire,122131,Wellingborough School,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northamptonshire,122144,Northampton High School,Independent School,Extended Project (Diploma),Study Skills,13,5,6,1,0,1,0,0
Northamptonshire,122149,Bosworth Independent College,Independent School,Extended Project (Diploma),Study Skills,7,0,1,2,1,1,0,2
Northumberland,122328,Haydon Bridge Community High School and Sports College,Foundation School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,122351,Prudhoe Community High School,Community School,Extended Project (Diploma),Study Skills,12,0,0,2,0,4,2,4
Northumberland,122355,Ashington High School Sports College,Foundation School,Extended Project (Diploma),Study Skills,6,1,1,1,1,1,1,0
Northumberland,122356,Queen Elizabeth High School,Community School,Extended Project (Diploma),Study Skills,27,7,5,8,5,1,0,1
Northumberland,122358,Ponteland Community High School,Community School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Northumberland,122362,The Duchess's Community High School,Community School,Extended Project (Diploma),Study Skills,12,0,0,6,4,1,0,1
Northumberland,122376,Longridge Towers School,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,122830,Garibaldi College,Community School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,122867,Colonel Frank Seely Comprehensive School,Community School,Extended Project (Diploma),Study Skills,10,2,4,2,2,0,0,0
Nottinghamshire,122898,Minster School,Voluntary Aided School,Extended Project (Diploma),Study Skills,50,4,10,16,13,4,2,1
Nottinghamshire,122900,All Saints RC Comprehensive School,Voluntary Aided School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottingham,122915,Nottingham High School,Independent School,Extended Project (Diploma),Study Skills,44,11,12,10,4,6,0,1
Nottingham,122936,Nottingham Girls' High School GDST,Independent School,Extended Project (Diploma),Study Skills,11,7,3,0,0,0,0,1
Oxfordshire,123238,Wood Green School,Community School,Extended Project (Diploma),Study Skills,17,3,8,0,3,1,1,1
Oxfordshire,123243,Wheatley Park School,Community School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123256,John Mason School,Community School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123270,Blessed George Napier Catholic School and Sports College,Voluntary Aided School,Extended Project (Diploma),Study Skills,47,0,8,15,16,4,1,3
Oxfordshire,123274,Tudor Hall School,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123275,Bloxham School,Independent School,Extended Project (Diploma),Study Skills,7,3,1,3,0,0,0,0
Oxfordshire,123277,Kingham Hill School,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123278,Sibford School,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123282,The Oratory School,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123285,Shiplake College,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123290,Headington School,Independent School,Extended Project (Diploma),Study Skills,18,7,6,3,2,0,0,0
Oxfordshire,123292,St Edward's School,Independent School,Extended Project (Diploma),Study Skills,79,15,22,19,21,0,1,1
Oxfordshire,123294,Wychwood School,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123300,Radley College,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,123310,Oxford High School GDST,Independent School,Extended Project (Diploma),Study Skills,32,14,14,3,0,0,0,1
Oxfordshire,123318,d'Overbroeck's College,Independent School,Extended Project (Diploma),Study Skills,20,1,11,3,1,3,0,1
Shropshire,123580,The Grove School,Foundation School,Extended Project (Diploma),Study Skills,26,0,0,1,9,10,3,3
Shropshire,123583,Oldbury Wells School,Community School,Extended Project (Diploma),Study Skills,7,0,0,3,1,2,0,1
Shropshire,123589,"The Thomas Adams School, Wem",Voluntary Controlled School,Extended Project (Diploma),Study Skills,10,4,0,2,1,3,0,0
Shropshire,123599,Bedstone College,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,123600,Ellesmere College,Independent School,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,123602,Adcote School for Girls,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,123608,Shrewsbury School,Independent School,Extended Project (Diploma),Study Skills,11,6,3,1,0,1,0,0
Telford and Wrekin,123610,Wrekin College,Independent School,Extended Project (Diploma),Study Skills,11,1,3,3,0,2,2,0
Shropshire,123620,Shrewsbury High School,Independent School,Extended Project (Diploma),Study Skills,11,7,4,0,0,0,0,0
