"Number of students entered for an extended project (diploma) by institution, subject and grade achieved",,,,,,,,,,,,,
,,,,,,,Grade achieved,,,,,,
Local Authority,URN,School or college name,Institution type,Qualification,Subject,Number entered,Grade A*,Grade A,Grade B,Grade C,Grade D,Grade E,No results
Nottinghamshire,130779,North Nottinghamshire College,General Further Education College,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,130783,Central College Nottingham,General Further Education College,Extended Project (Diploma),Study Skills,90,0,1,3,9,25,23,29
Leicestershire,130784,"Welbeck, the Defence Sixth Form College",Ministry of Defence Funded College,Extended Project (Diploma),Study Skills,23,11,4,5,2,1,0,0
Nottingham,130787,Bilborough College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,272,1,27,56,64,70,25,29
Oxfordshire,130789,The Henley College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,129,19,30,22,17,18,11,12
Shropshire,130797,Walford and North Shropshire College,Tertiary College,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Shropshire,130800,Shrewsbury Sixth Form College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,96,21,27,31,7,7,3,0
Telford and Wrekin,130801,New College Telford,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,29,0,5,9,8,5,0,2
Somerset,130803,Bridgwater College,Tertiary College,Extended Project (Diploma),Study Skills,30,4,10,7,5,3,0,1
Somerset,130805,Yeovil College,Tertiary College,Extended Project (Diploma),Study Skills,54,4,8,12,15,7,5,3
Somerset,130806,Strode College,Tertiary College,Extended Project (Diploma),Study Skills,30,0,5,15,7,3,0,0
Somerset,130808,Richard Huish College,Further Education Sector Institution,Extended Project (Diploma),Study Skills,485,108,160,117,60,18,3,19
Staffordshire,130809,Burton and South Derbyshire College,General Further Education College,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Staffordshire,130813,Stafford College,General Further Education College,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Stoke-on-Trent,130817,City of Stoke-on-Trent Sixth Form College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130822,North East Surrey College of Technology,General Further Education College,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Surrey,130823,Guildford College of Further and Higher Education,General Further Education College,Extended Project (Diploma),Study Skills,23,2,3,4,6,3,2,3
Surrey,130825,Brooklands College,General Further Education College,Extended Project (Diploma),Study Skills,7,0,0,1,1,2,3,0
Surrey,130828,Godalming College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,332,59,82,86,55,36,14,0
Surrey,130829,Reigate College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,56,27,21,6,1,0,0,1
Surrey,130830,Esher College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,365,83,72,77,57,41,25,10
Surrey,130831,Woking College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,27,6,8,7,2,1,1,2
Surrey,130833,Strode's College,Further Education Sector Institution,Extended Project (Diploma),Study Skills,187,29,47,38,35,17,10,11
Warwickshire,130835,Warwickshire College,General Further Education College,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130836,North Warwickshire and Hinckley College,General Further Education College,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Warwickshire,130840,King Edward VI College Nuneaton,Further Education Sector Institution,Extended Project (Diploma),Study Skills,20,2,8,5,2,1,2,0
West Sussex,130842,"Northbrook College, Sussex",General Further Education College,Extended Project (Diploma),Study Skills,8,0,1,1,2,0,2,2
West Sussex,130843,Chichester College,General Further Education College,Extended Project (Diploma),Study Skills,33,0,1,2,9,11,7,3
West Sussex,130845,Worthing College,General Further Education College,Extended Project (Diploma),Study Skills,45,8,19,6,6,4,2,0
West Sussex,130847,The College of Richard Collyer In Horsham,Further Education Sector Institution,Extended Project (Diploma),Study Skills,38,7,13,8,5,5,0,0
Swindon,130849,Swindon College,General Further Education College,Extended Project (Diploma),Study Skills,12,0,2,2,3,3,1,1
Swindon,130851,New College Swindon,General Further Education College,Extended Project (Diploma),Study Skills,50,7,11,11,11,5,2,3
Middlesbrough,130908,Macmillan Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,39,2,5,4,0,2,1,25
Bradford,130909,Dixons City Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,32,6,2,1,6,9,2,6
"Bristol, City of",131094,City of Bristol College,General Further Education College,Extended Project (Diploma),Study Skills,11,0,1,2,3,3,1,1
Croydon,131280,Virgo Fidelis Convent Senior School,Voluntary Aided School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sunderland,131347,City of Sunderland College,General Further Education College,Extended Project (Diploma),Study Skills,65,15,27,20,2,0,0,1
Wolverhampton,131547,The King's Church of England School,Voluntary Aided School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,131583,Ursuline College,Voluntary Aided School,Extended Project (Diploma),Study Skills,6,0,0,0,1,3,1,1
Barnsley,131749,Barnsley Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hammersmith and Fulham,131752,Burlington Danes Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
County Durham,131859,East Durham College,General Further Education College,Extended Project (Diploma),Study Skills,7,0,0,0,0,2,3,2
Leicester,131863,Leicester College co Freemen's Park Campus,General Further Education College,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Harrow,131864,Harrow College,General Further Education College,Extended Project (Diploma),Study Skills,26,0,3,5,8,3,2,5
Bolton,131867,Bolton Sixth Form College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,105,2,12,17,23,22,23,6
Sheffield,131896,Sheffield Springs Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,18,2,4,5,7,0,0,0
Wiltshire,131969,Abbeyfield School,Community School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Ealing,131982,Acorn House College,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wandsworth,132173,"Saint Cecilia's, Wandsworth Church of England School",Voluntary Aided School,Extended Project (Diploma),Study Skills,10,3,1,3,2,0,0,1
Northumberland,132189,Blyth Community College,Community School,Extended Project (Diploma),Study Skills,25,0,0,0,0,1,3,21
Enfield,132256,Highlands School,Community School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,132779,Wiltshire College,General Further Education College,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Worcestershire,132823,Kingsley College,Foundation School,Extended Project (Diploma),Study Skills,6,0,2,1,1,2,0,0
Lancashire,132834,Ormskirk School,Voluntary Controlled School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Thurrock,133114,The Gateway Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Redbridge,133405,Oaks Park High School,Community School,Extended Project (Diploma),Study Skills,25,7,8,1,3,2,2,2
East Sussex,133435,Sussex Downs College,General Further Education College,Extended Project (Diploma),Study Skills,24,5,4,5,6,1,1,2
Hammersmith and Fulham,133545,William Morris Sixth Form,Community School,Extended Project (Diploma),Study Skills,29,4,4,3,4,7,6,1
Barking and Dagenham,133561,Jo Richardson Community School,Community School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derby,133585,Derby College,Tertiary College,Extended Project (Diploma),Study Skills,20,2,1,2,3,3,4,5
Hackney,133608,The Brooke House Sixth Form College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hillingdon,133625,Ruislip High School,Community School,Extended Project (Diploma),Study Skills,9,3,2,1,1,1,0,1
Walsall,133697,Walsall Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Brent,133724,JFS,Voluntary Aided School,Extended Project (Diploma),Study Skills,22,9,10,3,0,0,0,0
Bexley,133769,The Business Academy Bexley,Sponsored Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sheffield,133991,Longley Park Sixth Form College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,17,3,4,3,2,4,1,0
Merton,134003,St Mark's Church of England Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,14,0,0,1,2,0,1,10
Hertfordshire,134087,St Albans Tutors,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Oxfordshire,134153,Activate Learning,General Further Education College,Extended Project (Diploma),Study Skills,16,3,4,0,4,2,2,1
"Bristol, City of",134221,The City Academy Bristol,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southwark,134222,City of London Academy (Southwark),Sponsored Academy,Extended Project (Diploma),Study Skills,61,0,10,14,10,13,9,5
Brent,134226,Capital City Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Enfield,134311,Oasis Academy Enfield,Sponsored Academy,Extended Project (Diploma),Study Skills,25,0,2,2,7,3,4,7
Kent,134452,Focus School - Linton Park Campus,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,134460,Focus School - Wilton Campus,Independent School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Coventry,134464,Focus School - Coventry Campus,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rotherham,134466,Focus School - Bramley Campus,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,134498,Focus School - Pulborough Campus,Independent School,Extended Project (Diploma),Study Skills,6,1,1,0,4,0,0,0
Surrey,134562,Focus School - Hindhead Campus,Independent School,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hackney,134693,Mossbourne Community Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,12,7,3,0,0,1,0,1
Lancashire,134770,Focus School - Hornby Campus,Independent School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Hillingdon,134797,Stockley Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,10,0,0,0,4,3,2,1
Barnet,134798,London Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,7,0,2,2,1,0,0,2
Northamptonshire,134814,Northampton Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,8,0,0,2,4,2,0,0
Harrow,134891,Regent College,Independent School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
North Tyneside,134916,Tyne Metropolitan College,General Further Education College,Extended Project (Diploma),Study Skills,17,0,7,8,1,1,0,0
Lancashire,135000,Thomas Whitham Sixth Form,Community School,Extended Project (Diploma),Study Skills,6,0,1,3,1,0,1,0
Hillingdon,135004,The Harefield Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lewisham,135070,Haberdashers' Aske's Knights Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lewisham,135073,Haberdashers' Aske's Hatcham College,Sponsored Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Blackburn with Darwen,135089,Tauheedul Islam Girls High School,Voluntary Aided School,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Derby,135120,Landau Forte College,Sponsored Academy,Extended Project (Diploma),Study Skills,7,1,4,2,0,0,0,0
Sandwell,135170,Shireland Collegiate Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Liverpool,135174,The Belvedere Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,13,0,0,8,3,2,0,0
Kent,135195,Folkestone Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sandwell,135234,George Salter Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,8,0,0,2,1,3,1,1
Oxfordshire,135236,Bellerbys College Oxford,Independent School,Extended Project (Diploma),Study Skills,8,0,0,4,1,1,0,2
Stockport,135262,Stockport Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Peterborough,135263,Thomas Deacon Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,31,3,1,8,8,6,4,1
South Gloucestershire,135295,John Cabot Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Manchester,135296,William Hulme's Grammar School,Sponsored Academy,Extended Project (Diploma),Study Skills,6,1,2,2,1,0,0,0
Northamptonshire,135306,Corby Business Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southwark,135315,Walworth Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,9,0,0,0,6,3,0,0
Wandsworth,135316,Ashcroft Technology Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,8,1,6,1,0,0,0,0
Northamptonshire,135317,Brooke Weston Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,8,2,3,2,1,0,0,0
Coventry,135335,Grace Academy Coventry,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Luton,135337,Barnfield West Academy Luton,Sponsored Academy,Extended Project (Diploma),Study Skills,6,0,2,0,2,2,0,0
Swindon,135364,Swindon Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Bradford,135367,Bradford Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,135371,Cornwallis Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,31,2,10,9,7,3,0,0
Sefton,135387,South Sefton College,Foundation School,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Southwark,135401,Bacon's College,Sponsored Academy,Extended Project (Diploma),Study Skills,8,0,0,1,0,3,2,2
Croydon,135416,Harris Federation Post 16,Sixth Form Centre,Extended Project (Diploma),Study Skills,108,12,19,36,19,12,10,0
Newcastle upon Tyne,135423,Excelsior Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sandwell,135449,Q3 Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Sheffield,135503,Forge Valley Community School,Foundation School,Extended Project (Diploma),Study Skills,6,0,0,2,1,2,1,0
Manchester,135524,The Manchester College,General Further Education College,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kensington and Chelsea,135531,Chelsea Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,15,1,0,3,5,4,0,2
Isle of Wight,135552,Christ The King College,Voluntary Aided School,Extended Project (Diploma),Study Skills,7,0,0,1,3,3,0,0
Lincolnshire,135565,The Priory Academy LSST,Sponsored Academy,Extended Project (Diploma),Study Skills,40,9,14,9,4,2,1,1
Blackburn with Darwen,135580,Darwen Aldridge Community Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
"Bristol, City of",135581,Colston's Girls' School,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Telford and Wrekin,135582,Abraham Darby Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Nottinghamshire,135583,Samworth Church Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,12,2,5,1,1,1,0,2
Middlesbrough,135606,Trinity Catholic College,Voluntary Aided School,Extended Project (Diploma),Study Skills,10,2,1,2,1,3,1,0
Northumberland,135619,Bede Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Cumbria,135621,Richard Rose Central Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,135630,Longfield Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Croydon,135654,Oasis Academy Coulsdon,Sponsored Academy,Extended Project (Diploma),Study Skills,4,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Rochdale,135659,Rochdale Sixth Form College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,25,12,11,2,0,0,0,0
Westminster,135676,Pimlico Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,7,1,2,1,3,0,0,0
Halton,135731,St Chads Catholic and Church of England High School,Voluntary Aided School,Extended Project (Diploma),Study Skills,17,0,4,0,4,3,0,6
West Sussex,135744,The Sir Robert Woodard Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,6,2,0,0,3,0,0,1
West Sussex,135745,The Littlehampton Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
West Sussex,135760,Midhurst Rother College,Sponsored Academy,Extended Project (Diploma),Study Skills,12,1,2,2,1,2,3,1
Nottingham,135761,Nottingham University Samworth Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wandsworth,135762,Saint John Bosco College,Voluntary Aided School,Extended Project (Diploma),Study Skills,14,0,0,0,0,2,5,7
Leeds,135771,Leeds City  College,General Further Education College,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wiltshire,135804,The Wellington Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,11,0,3,2,3,0,1,2
Suffolk,135863,Suffolk One,Foundation School,Extended Project (Diploma),Study Skills,11,4,5,1,0,1,0,0
Bradford,135866,Dixons Allerton Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,46,0,0,1,4,8,5,28
Wirral,135877,Birkenhead High School Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Buckinghamshire,135879,The Aylesbury Vale Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,11,0,0,1,2,5,2,1
Birmingham,135911,Shenley Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,13,0,0,1,2,4,2,4
Worcestershire,135913,Tudor Grange Academy Worcester,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Lancashire,135936,Fulwood Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,7,1,1,2,0,1,0,2
South Gloucestershire,135944,The Ridings Federation Winterbourne International Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,53,12,10,14,9,4,3,1
Essex,135957,Clacton Coastal Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,10,2,4,0,2,1,0,1
Enfield,135958,Oasis Academy Hadley,Sponsored Academy,Extended Project (Diploma),Study Skills,18,2,4,1,3,5,1,2
Wakefield,135961,Outwood Grange Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,15,3,0,9,3,0,0,0
West Sussex,135962,Shoreham Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,7,0,2,0,1,1,0,3
Croydon,135968,Oasis Academy Shirley Park,Sponsored Academy,Extended Project (Diploma),Study Skills,8,0,0,0,0,2,3,3
Birmingham,135970,St Alban's Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Solihull,135971,Park Hall Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Isle of Wight,136009,Cowes Enterprise College,Foundation School,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Gloucestershire,136016,"All Saints' Academy, Cheltenham",Sponsored Academy,Extended Project (Diploma),Study Skills,10,0,0,1,2,1,1,5
Barking and Dagenham,136028,Dagenham Park CofE School,Voluntary Controlled School,Extended Project (Diploma),Study Skills,10,0,1,1,3,5,0,0
Lincolnshire,136044,St George's Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,33,2,4,3,10,11,1,2
Havering,136090,Drapers' Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,7,0,1,3,3,0,0,0
Calderdale,136094,"Trinity Academy, Halifax",Sponsored Academy,Extended Project (Diploma),Study Skills,8,2,1,3,0,0,0,2
Medway,136107,Brompton Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,5,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,136108,Bishop of Rochester Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,6,3,1,0,1,1,0,0
Coventry,136126,Sidney Stringer Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,12,1,1,2,3,1,1,3
Staffordshire,141491,Landau Forte Sixth Form College,Academy 16-19 Sponsor Led,Extended Project (Diploma),Study Skills,21,3,3,4,2,5,4,0
St. Helens,136141,The Sutton Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,6,0,2,0,1,2,1,0
Plymouth,136142,The All Saints Church of England Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,15,0,0,0,0,2,4,9
Kent,136175,Dover Christ Church Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Wolverhampton,136182,North East Wolverhampton Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,6,0,2,3,0,0,1,0
Wiltshire,136183,Sarum Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,22,0,1,3,3,5,2,8
Halton,136185,Ormiston Bolingbroke Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,136186,Ormiston Victory Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,29,0,1,4,10,14,0,0
Devon,136200,Dartmouth Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,7,0,0,0,0,1,4,2
Northamptonshire,136201,Malcolm Arnold Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Norfolk,136204,The Thetford Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,8,0,0,5,1,1,0,1
Kent,136205,Wilmington Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,12,0,0,1,6,4,1,0
Lincolnshire,136217,Skegness Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Suffolk,136255,Lowestoft Sixth Form College,Sixth Form Centre / Consortia,Extended Project (Diploma),Study Skills,11,1,3,2,2,0,2,1
Oxfordshire,136261,Oxford Spires Academy,Sponsored Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Peterborough,136266,Arthur Mellows Village College,Converter Academy,Extended Project (Diploma),Study Skills,49,12,11,2,11,11,1,1
North East Lincolnshire,136268,Tollbar Academy,Converter Academy,Extended Project (Diploma),Study Skills,138,2,1,7,37,35,34,22
Suffolk,136271,Hartismere School,Converter Academy,Extended Project (Diploma),Study Skills,15,3,7,2,2,1,0,0
Southend-on-Sea,136272,Westcliff High School for Boys Academy,Converter Academy,Extended Project (Diploma),Study Skills,12,1,9,2,0,0,0,0
Tameside,136273,Audenshaw School Academy Trust,Converter Academy,Extended Project (Diploma),Study Skills,22,0,1,8,4,2,1,6
Hertfordshire,136276,Watford Grammar School for Boys,Converter Academy,Extended Project (Diploma),Study Skills,24,0,5,8,5,3,3,0
Cheshire East,136278,The Fallibroome Academy,Converter Academy,Extended Project (Diploma),Study Skills,8,4,2,0,2,0,0,0
Cheshire East,136279,Brine Leas School,Converter Academy,Extended Project (Diploma),Study Skills,56,15,24,13,4,0,0,0
Kirklees,136283,Heckmondwike Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,92,15,23,28,21,5,0,0
Hertfordshire,136289,Watford Grammar School for Girls,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Barnet,136290,"Queen Elizabeth's School, Barnet",Converter Academy,Extended Project (Diploma),Study Skills,29,20,6,3,0,0,0,0
Nottinghamshire,136291,George Spencer Academy and Technology College,Converter Academy,Extended Project (Diploma),Study Skills,9,4,2,1,0,1,0,1
Gloucestershire,136292,The Cotswold Academy,Converter Academy,Extended Project (Diploma),Study Skills,14,3,5,2,3,0,1,0
Somerset,136294,Huish Episcopi Academy,Converter Academy,Extended Project (Diploma),Study Skills,6,0,0,0,3,2,0,1
Somerset,136295,Holyrood Academy,Converter Academy,Extended Project (Diploma),Study Skills,22,5,4,6,2,2,1,2
Wiltshire,136296,Hardenhuish School,Converter Academy,Extended Project (Diploma),Study Skills,48,10,9,11,7,7,0,4
Southwark,136298,The Charter School,Converter Academy,Extended Project (Diploma),Study Skills,28,8,7,7,4,1,0,1
Northamptonshire,136299,Northampton School for Boys,Converter Academy,Extended Project (Diploma),Study Skills,7,3,3,1,0,0,0,0
Kent,136300,Castle Community College,Converter Academy,Extended Project (Diploma),Study Skills,11,0,0,1,6,3,1,0
Rotherham,136301,Brinsworth Comprehensive School,Converter Academy,Extended Project (Diploma),Study Skills,11,0,0,7,1,2,1,0
Kent,136304,Orchards Academy,Converter Academy,Extended Project (Diploma),Study Skills,3,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Kent,136305,Highsted Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,53,17,25,9,2,0,0,0
Gloucestershire,136306,Sir Thomas Rich's School,Converter Academy,Extended Project (Diploma),Study Skills,32,14,16,2,0,0,0,0
Reading,136307,Highdown School and Sixth Form Centre,Converter Academy,Extended Project (Diploma),Study Skills,1,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Solihull,136310,Tudor Grange Academy,Converter Academy,Extended Project (Diploma),Study Skills,9,1,4,3,0,0,0,1
Bath and North East Somerset,136311,Somervale School Specialist Media Arts College,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
Medway,136313,The Rochester Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,25,6,11,7,1,0,0,0
Lincolnshire,136315,Queen Elizabeth's Grammar Alford - A Selective Academy,Converter Academy,Extended Project (Diploma),Study Skills,35,3,7,15,8,2,0,0
Torbay,136321,Torquay Boys' Grammar School,Converter Academy,Extended Project (Diploma),Study Skills,34,6,13,10,2,2,0,1
Suffolk,136322,Samuel Ward Academy,Converter Academy,Extended Project (Diploma),Study Skills,2,Supp,Supp,Supp,Supp,Supp,Supp,Supp
