"Number of students passing a BTEC subsidiary diploma (with a single grade structure) by institution, subject and grade achieved",,,,,,,,,,
,,,,,,,Grade achieved,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Distinction *,Distinction,Merit,Pass
Lancashire,119798,Our Lady's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Lancashire,119798,Our Lady's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,26,20,4,2,0
Lancashire,119798,Our Lady's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,9,5,1,3,0
Lancashire,119798,Our Lady's Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,16,5,4,7,0
Leicestershire,120236,Charnwood College (Upper),Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,3,Supp,Supp,Supp,Supp
Leicestershire,120236,Charnwood College (Upper),Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,8,5,2,1,0
Leicestershire,120261,Longslade Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,7,5,1,0,1
Leicestershire,120261,Longslade Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,4,Supp,Supp,Supp,Supp
Leicestershire,120261,Longslade Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,11,7,4,0,0
Leicestershire,120261,Longslade Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp
Leicestershire,120261,Longslade Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Leicestershire,120274,Hind Leys Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,3,0,3,1
Leicestershire,120274,Hind Leys Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,0,6,2,1
Leicestershire,120276,William Bradford Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,12,5,1,6,0
Leicestershire,120276,William Bradford Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,3,Supp,Supp,Supp,Supp
Leicestershire,120276,William Bradford Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,4,0,0,3
Leicester,120297,The City of Leicester College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,15,6,6,1,2
Leicester,120297,The City of Leicester College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,10,6,1,3,0
Leicester,120297,The City of Leicester College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,6,0,3,0
Leicester,120297,The City of Leicester College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,5,Supp,Supp,Supp,Supp
Leicester,120306,English Martyrs Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Leicester,120306,English Martyrs Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,5,Supp,Supp,Supp,Supp
Leicester,120307,Saint Paul's Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,7,1,5,1,0
Leicester,120307,Saint Paul's Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Lincolnshire,120713,Monks' Dyke Tennyson College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,8,2,1,5,0
Lincolnshire,120713,Monks' Dyke Tennyson College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Lincolnshire,120713,Monks' Dyke Tennyson College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,2,Supp,Supp,Supp,Supp
Norfolk,121167,Attleborough High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Norfolk,121167,Attleborough High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Norfolk,121173,The Hewett School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,3,Supp,Supp,Supp,Supp
Norfolk,121173,The Hewett School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
Norfolk,121173,The Hewett School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Norfolk,121176,Sewell Park College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp
Norfolk,121176,Sewell Park College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,5,0,1,1
Norfolk,121176,Sewell Park College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Norfolk,121176,Sewell Park College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Small Business Management,5,Supp,Supp,Supp,Supp
Norfolk,121180,Thorpe St Andrew School and Sixth Form,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,11,4,1,4,2
Norfolk,121180,Thorpe St Andrew School and Sixth Form,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Norfolk,121180,Thorpe St Andrew School and Sixth Form,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Norfolk,121185,Fakenham High School and College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,11,2,2,4,3
Norfolk,121187,King Edward VII School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,7,4,2,1,0
Norfolk,121224,Langley School,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,5,Supp,Supp,Supp,Supp
Norfolk,121224,Langley School,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
North Yorkshire,121666,Thirsk School & Sixth Form College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
North Yorkshire,121666,Thirsk School & Sixth Form College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
North Yorkshire,121667,Caedmon College Whitby,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,9,2,1,5,1
North Yorkshire,121667,Caedmon College Whitby,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,29,23,2,1,3
North Yorkshire,121667,Caedmon College Whitby,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Law / Legal Studies,26,24,0,1,1
North Yorkshire,121667,Caedmon College Whitby,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,12,2,2,5,3
North Yorkshire,121667,Caedmon College Whitby,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
North Yorkshire,121680,Richmond School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,3,2,3,0
North Yorkshire,121680,Richmond School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,3,Supp,Supp,Supp,Supp
North Yorkshire,121681,Malton School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
York,121684,Fulford School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
North Yorkshire,121687,King James's School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,2,Supp,Supp,Supp,Supp
North Yorkshire,121689,Settle College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,8,2,1,5,0
North Yorkshire,121689,Settle College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,13,7,2,4,0
North Yorkshire,121689,Settle College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,5,Supp,Supp,Supp,Supp
North Yorkshire,121689,Settle College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,11,8,0,2,1
North Yorkshire,121699,Boroughbridge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,5,Supp,Supp,Supp,Supp
North Yorkshire,121699,Boroughbridge High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,3,0,4,0
North Yorkshire,121743,Queen Ethelburga's College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp
North Yorkshire,121743,Queen Ethelburga's College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,6,3,3,0,0
North Yorkshire,121743,Queen Ethelburga's College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
North Yorkshire,121743,Queen Ethelburga's College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Northamptonshire,122059,Wollaston School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Northamptonshire,122059,Wollaston School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp
Northamptonshire,122059,Wollaston School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp
Northamptonshire,122059,Wollaston School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Northamptonshire,122059,Wollaston School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,4,Supp,Supp,Supp,Supp
Northamptonshire,122066,The Latimer Arts College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,11,5,0,4,2
Northamptonshire,122066,The Latimer Arts College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Northamptonshire,122066,The Latimer Arts College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,4,Supp,Supp,Supp,Supp
Northamptonshire,122083,Northampton School for Girls,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,6,0,1,0
Northamptonshire,122083,Northampton School for Girls,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,7,2,2,3,0
Northamptonshire,122100,Thomas Becket Catholic School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp
Northumberland,122328,Haydon Bridge Community High School and Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Agriculture (General),5,Supp,Supp,Supp,Supp
Northumberland,122328,Haydon Bridge Community High School and Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Northumberland,122328,Haydon Bridge Community High School and Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,6,1,1,0
Northumberland,122328,Haydon Bridge Community High School and Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,7,6,1,0,0
Northumberland,122328,Haydon Bridge Community High School and Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Law / Legal Studies,11,8,2,1,0
Northumberland,122328,Haydon Bridge Community High School and Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Northumberland,122351,Prudhoe Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,2,Supp,Supp,Supp,Supp
Northumberland,122351,Prudhoe Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,1,Supp,Supp,Supp,Supp
Northumberland,122355,Ashington High School Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,17,14,0,3,0
Northumberland,122355,Ashington High School Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,6,0,2,0
Northumberland,122355,Ashington High School Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,12,12,0,0,0
Northumberland,122355,Ashington High School Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,14,13,1,0,0
Northumberland,122355,Ashington High School Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,8,7,0,1,0
Northumberland,122355,Ashington High School Sports College,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,2,2,3,0
Northumberland,122356,Queen Elizabeth High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,2,3,3,0
Northumberland,122356,Queen Elizabeth High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,13,3,5,3,2
Northumberland,122356,Queen Elizabeth High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
Northumberland,122356,Queen Elizabeth High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,4,Supp,Supp,Supp,Supp
Northumberland,122356,Queen Elizabeth High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,13,5,6,2,0
Northumberland,122356,Queen Elizabeth High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),5,Supp,Supp,Supp,Supp
Northumberland,122358,Ponteland Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,6,5,1,0,0
Northumberland,122360,Bedlingtonshire Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,8,0,2,0
Northumberland,122360,Bedlingtonshire Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,5,Supp,Supp,Supp,Supp
Northumberland,122360,Bedlingtonshire Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,12,10,1,1,0
Northumberland,122360,Bedlingtonshire Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,3,Supp,Supp,Supp,Supp
Northumberland,122360,Bedlingtonshire Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,11,4,3,3,1
Northumberland,122360,Bedlingtonshire Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,3,Supp,Supp,Supp,Supp
Northumberland,122360,Bedlingtonshire Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,29,22,3,4,0
Northumberland,122362,The Duchess's Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,27,12,6,8,1
Northumberland,122362,The Duchess's Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,21,10,4,5,2
Northumberland,122362,The Duchess's Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
Northumberland,122362,The Duchess's Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,5,Supp,Supp,Supp,Supp
Northumberland,122362,The Duchess's Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Northumberland,122363,James Calvert Spence College - Acklington Road,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,12,1,0,6,5
Northumberland,122363,James Calvert Spence College - Acklington Road,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,22,19,1,1,1
Northumberland,122374,Astley Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,25,21,2,2,0
Northumberland,122374,Astley Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,17,16,0,1,0
Northumberland,122374,Astley Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,9,7,1,1,0
Northumberland,122374,Astley Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Northumberland,122374,Astley Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,6,4,0,2,0
Nottinghamshire,122830,Garibaldi College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,5,Supp,Supp,Supp,Supp
Nottinghamshire,122830,Garibaldi College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Nottinghamshire,122830,Garibaldi College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Fine Art,2,Supp,Supp,Supp,Supp
Nottinghamshire,122830,Garibaldi College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,6,0,1,2,3
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,4,Supp,Supp,Supp,Supp
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,13,9,0,0,4
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,12,8,1,1,2
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,12,1,1,5,5
Nottinghamshire,122855,Eastwood Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,1,2,3,0
Nottinghamshire,122867,Colonel Frank Seely Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Nottinghamshire,122867,Colonel Frank Seely Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,16,7,6,2,1
Nottinghamshire,122867,Colonel Frank Seely Comprehensive School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,7,3,1,3,0
Nottinghamshire,122898,Minster School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,3,Supp,Supp,Supp,Supp
Nottinghamshire,122900,All Saints RC Comprehensive School,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,2,Supp,Supp,Supp,Supp
Oxfordshire,123270,Blessed George Napier Catholic School and Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Oxfordshire,123270,Blessed George Napier Catholic School and Sports College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,1,Supp,Supp,Supp,Supp
Oxfordshire,123285,Shiplake College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,25,18,3,4,0
Oxfordshire,123285,Shiplake College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,16,10,3,3,0
Shropshire,123568,Idsall School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,4,Supp,Supp,Supp,Supp
Shropshire,123568,Idsall School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp
Shropshire,123568,Idsall School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Shropshire,123583,Oldbury Wells School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,8,6,1,1,0
Shropshire,123583,Oldbury Wells School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,6,4,0,1,1
Shropshire,123583,Oldbury Wells School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,1,Supp,Supp,Supp,Supp
Shropshire,123583,Oldbury Wells School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,11,7,2,1,1
Shropshire,123589,"The Thomas Adams School, Wem",Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,8,4,0,4,0
Shropshire,123589,"The Thomas Adams School, Wem",Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,10,9,1,0,0
Telford and Wrekin,123598,Blessed Robert Johnson Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,7,0,0,7,0
Telford and Wrekin,123598,Blessed Robert Johnson Catholic College,Voluntary Aided School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,6,0,0,6,0
Shropshire,123599,Bedstone College,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Shropshire,123602,Adcote School for Girls,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,4,Supp,Supp,Supp,Supp
Shropshire,123602,Adcote School for Girls,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,3,Supp,Supp,Supp,Supp
Telford and Wrekin,123627,Thomas Telford School,City Technology College,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,62,38,12,9,3
Telford and Wrekin,123627,Thomas Telford School,City Technology College,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,1,Supp,Supp,Supp,Supp
Telford and Wrekin,123627,Thomas Telford School,City Technology College,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,23,6,12,5,0
Somerset,123862,Frome Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Somerset,123862,Frome Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,7,3,1,3,0
Somerset,123862,Frome Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,5,Supp,Supp,Supp,Supp
Somerset,123862,Frome Community College,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,8,6,0,2,0
Somerset,123879,The King Alfred School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,2,Supp,Supp,Supp,Supp
Somerset,123879,The King Alfred School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,6,2,1,0
Somerset,123883,Heathfield Community School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,1,Supp,Supp,Supp,Supp
Somerset,123883,Heathfield Community School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
Somerset,123893,Wadham School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,19,16,1,2,0
Somerset,123893,Wadham School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,12,12,0,0,0
Somerset,123893,Wadham School,Voluntary Controlled School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Somerset,123911,Millfield School,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),9,1,1,5,2
Somerset,123917,The Park School,Independent School,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,2,Supp,Supp,Supp,Supp
Staffordshire,124391,Paulet High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,5,Supp,Supp,Supp,Supp
Staffordshire,124391,Paulet High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,3,Supp,Supp,Supp,Supp
Staffordshire,124391,Paulet High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124391,Paulet High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,7,2,3,1,1
Staffordshire,124391,Paulet High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,11,2,0,7,2
Staffordshire,124391,Paulet High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,5,Supp,Supp,Supp,Supp
Staffordshire,124391,Paulet High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,2,1,3,0
Staffordshire,124392,"Paget High School, Business and Enterprise College",Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,11,5,4,2,0
Staffordshire,124392,"Paget High School, Business and Enterprise College",Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,6,2,0,0
Staffordshire,124392,"Paget High School, Business and Enterprise College",Community School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124392,"Paget High School, Business and Enterprise College",Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,3,2,0,1
Staffordshire,124395,Norton Canes High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,2,Supp,Supp,Supp,Supp
Staffordshire,124395,Norton Canes High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Staffordshire,124396,Blythe Bridge High School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,14,10,0,3,1
Staffordshire,124396,Blythe Bridge High School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124396,Blythe Bridge High School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,4,Supp,Supp,Supp,Supp
Staffordshire,124397,Kingsmead School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124397,Kingsmead School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,9,4,5,0,0
Staffordshire,124397,Kingsmead School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Staffordshire,124397,Kingsmead School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp
Staffordshire,124397,Kingsmead School,Foundation School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Staffordshire,124399,Moorside High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Staffordshire,124399,Moorside High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,2,Supp,Supp,Supp,Supp
Staffordshire,124399,Moorside High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,1,Supp,Supp,Supp,Supp
Staffordshire,124399,Moorside High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Staffordshire,124400,Codsall Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,12,7,4,1,0
Staffordshire,124400,Codsall Community High School,Community School,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,4,5,1,0
