"Number of students passing a BTEC subsidiary diploma (with a single grade structure) by institution, subject and grade achieved",,,,,,,,,,
,,,,,,,Grade achieved,,,
Local Authority,URN,School or college name,Institution Type,Qualification,Subject,Number passed ,Distinction *,Distinction,Merit,Pass
Cheshire East,136655,Congleton High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,1,Supp,Supp,Supp,Supp
Cheshire East,136655,Congleton High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,8,8,0,0,0
Cheshire East,136655,Congleton High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,4,Supp,Supp,Supp,Supp
Cheshire East,136655,Congleton High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp
Cheshire East,136655,Congleton High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Cheshire East,136655,Congleton High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,7,5,1,1,0
Cheshire East,136655,Congleton High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Brent,136656,Claremont High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
Brent,136656,Claremont High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,12,11,0,0,1
Brent,136656,Claremont High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,4,Supp,Supp,Supp,Supp
Hampshire,136657,Ringwood School Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Hampshire,136657,Ringwood School Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Plymouth,136668,Lipson Co-operative Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,4,0,4,2
Plymouth,136668,Lipson Co-operative Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,9,8,0,1,0
Plymouth,136668,Lipson Co-operative Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,11,0,3,4,4
Plymouth,136668,Lipson Co-operative Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp
Plymouth,136668,Lipson Co-operative Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,2,Supp,Supp,Supp,Supp
Plymouth,136668,Lipson Co-operative Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Plymouth,136668,Lipson Co-operative Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,2,Supp,Supp,Supp,Supp
Cumbria,136671,Kirkbie Kendal School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Devon,136673,The King's School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp
Kirklees,136674,The Mirfield Free Grammar and Sixth Form,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,25,19,4,2,0
Kirklees,136674,The Mirfield Free Grammar and Sixth Form,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,19,16,2,1,0
Kirklees,136674,The Mirfield Free Grammar and Sixth Form,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,2,Supp,Supp,Supp,Supp
Kirklees,136674,The Mirfield Free Grammar and Sixth Form,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,5,Supp,Supp,Supp,Supp
Kirklees,136674,The Mirfield Free Grammar and Sixth Form,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,6,2,1,0
Doncaster,136675,Rossington All Saints Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,10,0,0,0
Doncaster,136675,Rossington All Saints Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,5,Supp,Supp,Supp,Supp
Doncaster,136675,Rossington All Saints Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,4,Supp,Supp,Supp,Supp
Doncaster,136675,Rossington All Saints Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,3,Supp,Supp,Supp,Supp
Doncaster,136675,Rossington All Saints Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,7,2,1,3,1
Doncaster,136675,Rossington All Saints Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,16,14,1,1,0
County Durham,136683,The Hermitage Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,11,7,1,1,2
County Durham,136683,The Hermitage Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,17,16,1,0,0
County Durham,136683,The Hermitage Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,14,6,4,3,1
County Durham,136683,The Hermitage Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,6,5,1,0,0
County Durham,136683,The Hermitage Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,2,1,3,0
County Durham,136683,The Hermitage Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,3,Supp,Supp,Supp,Supp
Bromley,136709,Bullers Wood School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,2,Supp,Supp,Supp,Supp
Bromley,136709,Bullers Wood School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,6,0,3,2,1
Bromley,136709,Bullers Wood School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,5,Supp,Supp,Supp,Supp
Bromley,136709,Bullers Wood School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Photography,18,3,4,7,4
Bromley,136709,Bullers Wood School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,2,Supp,Supp,Supp,Supp
Hillingdon,136711,Queensmead School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,22,16,2,4,0
Hillingdon,136711,Queensmead School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,2,1,2,1
Derbyshire,136716,The Long Eaton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,18,2,7,6,3
Derbyshire,136716,The Long Eaton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,3,0,2,3
Derbyshire,136716,The Long Eaton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,15,13,1,1,0
Derbyshire,136716,The Long Eaton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,1,Supp,Supp,Supp,Supp
Derbyshire,136716,The Long Eaton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
Derbyshire,136716,The Long Eaton School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,8,0,4,3,1
Rotherham,136718,Aston Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Bexley,136720,Welling School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,18,8,3,3,4
Bexley,136720,Welling School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Bexley,136720,Welling School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),1,Supp,Supp,Supp,Supp
Bexley,136720,Welling School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,8,0,1,7,0
North Somerset,136722,Backwell School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
North Yorkshire,136728,Norton College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,2,Supp,Supp,Supp,Supp
North Yorkshire,136728,Norton College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
North Yorkshire,136728,Norton College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,8,3,4,1,0
North Yorkshire,136728,Norton College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),3,Supp,Supp,Supp,Supp
North Yorkshire,136728,Norton College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,1,Supp,Supp,Supp,Supp
North Yorkshire,136728,Norton College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
North Yorkshire,136728,Norton College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,3,Supp,Supp,Supp,Supp
Milton Keynes,136730,Shenley Brook End School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,6,4,0,2,0
Milton Keynes,136730,Shenley Brook End School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,9,4,0,3,2
North Yorkshire,136736,South Craven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,6,6,0,0,0
North Yorkshire,136736,South Craven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,40,24,10,4,2
North Yorkshire,136736,South Craven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,20,15,5,0,0
North Yorkshire,136736,South Craven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,9,7,1,1,0
North Yorkshire,136736,South Craven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Engineering Studies,8,4,0,2,2
North Yorkshire,136736,South Craven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,6,3,1,2,0
North Yorkshire,136736,South Craven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,27,21,2,1,3
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,6,1,1,4,0
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Animal Husbandry: Specific Animals,6,0,1,2,3
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,6,0,2,4,0
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,7,2,1,0,4
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,11,2,1,3,5
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Isle of Wight,136751,Sandown Bay Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Stage Management,4,Supp,Supp,Supp,Supp
Isle of Wight,136753,Ryde Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports / Movement Science,6,2,1,3,0
Sutton,136756,Overton Grange School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Sutton,136756,Overton Grange School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,4,Supp,Supp,Supp,Supp
Sutton,136756,Overton Grange School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,6,1,3,1,1
Essex,136758,West Hatch High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,8,5,0,3,0
Essex,136758,West Hatch High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,4,3,0,0
Dorset,136763,Highcliffe School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,5,Supp,Supp,Supp,Supp
Dorset,136763,Highcliffe School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,6,2,0,1,3
Dorset,136763,Highcliffe School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
Dorset,136763,Highcliffe School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),7,4,1,1,1
Hillingdon,136768,Uxbridge High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,1,Supp,Supp,Supp,Supp
County Durham,136770,King James I Academy Bishop Auckland,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,2,Supp,Supp,Supp,Supp
County Durham,136770,King James I Academy Bishop Auckland,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,3,Supp,Supp,Supp,Supp
County Durham,136770,King James I Academy Bishop Auckland,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,4,Supp,Supp,Supp,Supp
County Durham,136770,King James I Academy Bishop Auckland,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
Gloucestershire,136772,Cleeve School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,5,3,0,0
Gloucestershire,136772,Cleeve School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Essex,136776,Saffron Walden County High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,4,Supp,Supp,Supp,Supp
Wirral,136780,St Anselm's College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,8,1,4,1,2
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,9,5,4,0,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,15,4,8,3,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,9,8,1,0,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,11,2,2,4,3
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,21,11,3,4,3
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Law / Legal Studies,17,6,5,5,1
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,12,11,1,0,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),6,2,2,2,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),6,2,1,3,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Photography,7,0,4,2,1
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,9,3,5,1,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Small Business Management,11,7,3,1,0
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Sutton,136785,Cheam High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,17,15,1,1,0
Somerset,136791,The West Somerset Community College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
Sutton,136797,Carshalton High School for Girls,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,7,4,0,3,0
Sutton,136797,Carshalton High School for Girls,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,1,Supp,Supp,Supp,Supp
Sutton,136797,Carshalton High School for Girls,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Sutton,136797,Carshalton High School for Girls,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,6,4,1,0,1
Sutton,136799,Carshalton Boys Sports College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,1,1,5,3
Sutton,136799,Carshalton Boys Sports College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,5,Supp,Supp,Supp,Supp
Sutton,136799,Carshalton Boys Sports College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Sutton,136799,Carshalton Boys Sports College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,13,2,1,7,3
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,4,Supp,Supp,Supp,Supp
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,10,1,3,5,1
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Environmental Management,3,Supp,Supp,Supp,Supp
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,3,Supp,Supp,Supp,Supp
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),2,Supp,Supp,Supp,Supp
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Photography,6,4,0,1,1
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Public Services,6,2,1,3,0
"Herefordshire, County of",136803,John Masefield High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,7,0,5,1,1
Leeds,136826,Leeds East Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,8,7,0,1,0
Leeds,136826,Leeds East Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,5,Supp,Supp,Supp,Supp
Leeds,136826,Leeds East Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Fashion / Textiles Design,8,7,0,1,0
Leeds,136826,Leeds East Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,1,Supp,Supp,Supp,Supp
Leeds,136826,Leeds East Academy,Sponsored Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Surrey,136828,Collingwood College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,13,8,3,2,0
Surrey,136828,Collingwood College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,14,6,6,2,0
Surrey,136828,Collingwood College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,6,1,1,1,3
Surrey,136828,Collingwood College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,2,Supp,Supp,Supp,Supp
Surrey,136828,Collingwood College,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,6,1,1,1,3
Surrey,136833,Howard of Effingham School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,21,10,4,7,0
Surrey,136833,Howard of Effingham School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Surrey,136833,Howard of Effingham School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,8,2,0,2,4
Coventry,136840,Whitley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,5,Supp,Supp,Supp,Supp
Coventry,136840,Whitley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Art & Design,1,Supp,Supp,Supp,Supp
Coventry,136840,Whitley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Graphic Design,6,2,0,2,2
Coventry,136840,Whitley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Milton Keynes,136842,Walton High,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,3,Supp,Supp,Supp,Supp
Milton Keynes,136842,Walton High,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,13,10,2,1,0
Milton Keynes,136842,Walton High,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,9,6,1,2,0
Milton Keynes,136842,Walton High,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,6,5,0,0,1
Milton Keynes,136842,Walton High,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Multimedia,12,6,2,4,0
Milton Keynes,136842,Walton High,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Milton Keynes,136844,The Hazeley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
Milton Keynes,136844,The Hazeley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,13,10,2,1,0
Milton Keynes,136844,The Hazeley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,15,9,4,0,2
Milton Keynes,136844,The Hazeley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,5,Supp,Supp,Supp,Supp
Milton Keynes,136844,The Hazeley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),8,1,4,3,0
Milton Keynes,136844,The Hazeley Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,4,Supp,Supp,Supp,Supp
Kent,136847,Mascalls School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting Skills,1,Supp,Supp,Supp,Supp
Kent,136847,Mascalls School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,2,Supp,Supp,Supp,Supp
Kent,136847,Mascalls School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,5,Supp,Supp,Supp,Supp
Kent,136847,Mascalls School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),9,5,3,1,0
Kent,136847,Mascalls School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Poole,136850,Poole Grammar School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),1,Supp,Supp,Supp,Supp
Thurrock,136854,Gable Hall School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,1,Supp,Supp,Supp,Supp
North Somerset,136856,Gordano School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,3,Supp,Supp,Supp,Supp
Buckinghamshire,136858,Highcrest Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,2,Supp,Supp,Supp,Supp
Buckinghamshire,136858,Highcrest Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,9,0,5,4,0
Essex,136861,The Billericay School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,11,6,1,3,1
Essex,136861,The Billericay School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,16,9,3,3,1
Essex,136861,The Billericay School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,4,Supp,Supp,Supp,Supp
Essex,136863,Moulsham High School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,1,Supp,Supp,Supp,Supp
Essex,136868,The King Edmund School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,10,6,1,2,1
Essex,136868,The King Edmund School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,13,7,1,5,0
Essex,136868,The King Edmund School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Finance / Accounting (General),7,6,1,0,0
Essex,136868,The King Edmund School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Hospitality / Catering Studies,3,Supp,Supp,Supp,Supp
Essex,136868,The King Edmund School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,4,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Acting: Music Theatre,1,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,15,8,0,4,3
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Building / Construction Operations (General / Combined),1,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,8,4,1,3,0
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Dance: General,3,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Fine Art,4,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,1,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Studies (General),4,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Music Technology (Electronic),3,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Speech & Drama,2,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Lincolnshire,136871,North Kesteven School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,5,Supp,Supp,Supp,Supp
Reading,136876,Prospect School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,11,11,0,0,0
Reading,136876,Prospect School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,13,12,0,0,1
Reading,136876,Prospect School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,5,Supp,Supp,Supp,Supp
Reading,136876,Prospect School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Tourism,2,Supp,Supp,Supp,Supp
Nottinghamshire,136878,Toot Hill School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,3,Supp,Supp,Supp,Supp
Nottinghamshire,136878,Toot Hill School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Computer Appreciation / Introduction,13,7,4,0,2
Nottinghamshire,136878,Toot Hill School,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Sports Studies,6,0,1,2,3
Birmingham,136882,Aston Manor Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Applied Sciences,11,1,7,3,0
Birmingham,136882,Aston Manor Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Business Studies,15,6,8,1,0
Birmingham,136882,Aston Manor Academy,Academy,Pearson BTEC Level 3 Subsidiary Diploma,Health Studies,4,Supp,Supp,Supp,Supp
